Ensembl_Gene_ID,Symbol,historical_tag,comparison_sources,status,effect
ENSG00000188992,LIPI,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000104755,ADAM2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000170965,PLAC1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000145309,CABS1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000147378,FATE1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000143452,HORMAD1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000111644,ACRBP,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000126467,TSKS,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000161973,CCDC42,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000164113,ADAD1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000275793,RIMBP3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000174016,TENT5D,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000185686,PRAME,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000279804,PRAMEF18,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204478,PRAMEF20,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000175809,CBLL2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000147183,CPXCR1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000104804,TULP2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000101448,EPPIN,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000117148,ACTL8,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000181323,SPEM1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000105549,THEG,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000175646,PRM1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000122304,PRM2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000178257,PRM3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000147081,AKAP4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000178279,TNP2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000213030,CGB8,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000183668,PSG9,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000124467,PSG8,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000243130,PSG11,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000231924,PSG1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000221826,PSG3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000213218,CSH2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204941,PSG5,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000204450,TRIM64,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000198759,EGFL6,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000187772,LIN28B,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000168594,ADAM29,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000154040,CABYR,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000140481,CCDC33,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000124092,CTCFL,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000184735,DDX53,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000163530,DPPA2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000132446,FTHL17,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000176635,HORMAD2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000186007,LEMD1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000198765,SYCP1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000095627,TDRD1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000133863,TEX15,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000187003,ACTL7A,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000148156,ACTL7B,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000152430,BOLL,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000137948,BRDT,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000269058,CALR3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000152670,DDX4,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000143006,DMRTB1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000187569,DPPA3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000203909,DPPA5,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000077800,FKBP6,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000205777,GAGE1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000166796,LDHC,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000143194,MAEL,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000213401,MAGEA12,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000156009,MAGEA8,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000177689,MAGEB10,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000162039,MEIOB,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000188425,NANOS2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000166049,PASD1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000125207,PIWIL1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000244588,RAD21L1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000077935,SMC1B,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000161860,SYCE2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000139351,SYCP3,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000121101,TEX14,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000171794,UTF1,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000042813,ZPBP,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000186075,ZPBP2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000155622,XAGE2,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
ENSG00000176746,MAGEB6,CTpedia,,historical_catalog_tag_not_primary_paper_provenance,Audit only; active provenance and plots use exact imported paper memberships
