cancer_code,n_samples,Ensembl_Gene_ID,Symbol,n_gt25,pct_gt25,n_gt50,pct_gt50,n_gt100,pct_gt100,n_gt200,pct_gt200
ACC,77,FATE1,FATE1,21,27.27,19,24.68,15,19.48,11,14.29
ACC,77,PRAME,PRAME,11,14.29,7,9.09,4,5.19,1,1.3
ACC,77,MAGEB2,MAGEB2,4,5.19,2,2.6,1,1.3,0,0.0
ACC,77,MAGEC2,MAGEC2,4,5.19,2,2.6,0,0.0,0,0.0
ACC,77,PLAC1,PLAC1,4,5.19,3,3.9,2,2.6,0,0.0
ACC,77,XAGE1,XAGE1,4,5.19,4,5.19,2,2.6,2,2.6
ACC,77,COX7B2,COX7B2,2,2.6,1,1.3,0,0.0,0,0.0
ACC,77,MAGEA3,MAGEA3,2,2.6,2,2.6,0,0.0,0,0.0
ACC,77,PAGE2,PAGE2,2,2.6,1,1.3,1,1.3,0,0.0
ACC,77,CT83,CT83,1,1.3,1,1.3,0,0.0,0,0.0
ACC,77,MAGEA9,MAGEA9,1,1.3,0,0.0,0,0.0,0,0.0
ACC,77,PAGE5,PAGE5,1,1.3,1,1.3,0,0.0,0,0.0
ACC,77,SSX2,SSX2,1,1.3,1,1.3,0,0.0,0,0.0
ACC,77,STKLD1,STKLD1,1,1.3,0,0.0,0,0.0,0,0.0
ACC,77,VCY,VCY,1,1.3,1,1.3,0,0.0,0,0.0
ATRT,4,PRAME,PRAME,4,100.0,4,100.0,1,25.0,0,0.0
BLCA,407,MAGEA3,MAGEA3,154,37.84,127,31.2,67,16.46,15,3.69
BLCA,407,MAGEA9,MAGEA9,112,27.52,52,12.78,9,2.21,0,0.0
BLCA,407,MAGEA4,MAGEA4,63,15.48,40,9.83,28,6.88,10,2.46
BLCA,407,NY-ESO-1,NY-ESO-1,51,12.53,40,9.83,26,6.39,10,2.46
BLCA,407,GAGE1,GAGE1,41,10.07,28,6.88,22,5.41,18,4.42
BLCA,407,MAGEA12,MAGEA12,40,9.83,8,1.97,0,0.0,0,0.0
BLCA,407,XAGE1,XAGE1,39,9.58,35,8.6,28,6.88,22,5.41
BLCA,407,PRAME,PRAME,36,8.85,13,3.19,9,2.21,2,0.49
BLCA,407,COX7B2,COX7B2,33,8.11,12,2.95,0,0.0,0,0.0
BLCA,407,PAGE2,PAGE2,30,7.37,28,6.88,22,5.41,18,4.42
BLCA,407,CXorf49,CXorf49,28,6.88,18,4.42,9,2.21,6,1.47
BLCA,407,MAGEA2,MAGEA2,28,6.88,2,0.49,0,0.0,0,0.0
BLCA,407,MAGEA10,MAGEA10,25,6.14,7,1.72,0,0.0,0,0.0
BLCA,407,MAGEA1,MAGEA1,24,5.9,6,1.47,0,0.0,0,0.0
BLCA,407,MAGEC2,MAGEC2,17,4.18,6,1.47,1,0.25,0,0.0
BLCA,407,CT45A1,CT45A1,16,3.93,1,0.25,1,0.25,0,0.0
BLCA,407,VCX,VCX,16,3.93,10,2.46,6,1.47,4,0.98
BLCA,407,SSX2,SSX2,14,3.44,7,1.72,3,0.74,1,0.25
BLCA,407,XAGE2,XAGE2,12,2.95,7,1.72,5,1.23,1,0.25
BLCA,407,SPANXA1,SPANXA1,11,2.7,9,2.21,5,1.23,2,0.49
BLCA,407,VCX3B,VCX3B,11,2.7,7,1.72,0,0.0,0,0.0
BLCA,407,CGB8,CGB8,10,2.46,8,1.97,3,0.74,3,0.74
BLCA,407,MAGEB2,MAGEB2,10,2.46,7,1.72,1,0.25,0,0.0
BLCA,407,TUBA3C,TUBA3C,10,2.46,6,1.47,0,0.0,0,0.0
BLCA,407,SPANXB1,SPANXB1,9,2.21,4,0.98,3,0.74,2,0.49
BLCA,407,CT83,CT83,8,1.97,3,0.74,0,0.0,0,0.0
BLCA,407,MAGEA8,MAGEA8,8,1.97,3,0.74,0,0.0,0,0.0
BLCA,407,PSG5,PSG5,8,1.97,3,0.74,2,0.49,1,0.25
BLCA,407,EGFL6,EGFL6,7,1.72,0,0.0,0,0.0,0,0.0
BLCA,407,PAGE5,PAGE5,7,1.72,5,1.23,5,1.23,3,0.74
BLCA,407,TSPY1,TSPY1,7,1.72,6,1.47,5,1.23,2,0.49
BLCA,407,PLAC1,PLAC1,6,1.47,0,0.0,0,0.0,0,0.0
BLCA,407,SSX1,SSX1,6,1.47,4,0.98,0,0.0,0,0.0
BLCA,407,VCY,VCY,6,1.47,5,1.23,4,0.98,3,0.74
BLCA,407,FTHL17,FTHL17,4,0.98,2,0.49,0,0.0,0,0.0
BLCA,407,TEKT5,TEKT5,4,0.98,1,0.25,1,0.25,0,0.0
BLCA,407,YBX2,YBX2,4,0.98,1,0.25,0,0.0,0,0.0
BLCA,407,PAGE1,PAGE1,3,0.74,3,0.74,3,0.74,0,0.0
BLCA,407,PSG1,PSG1,3,0.74,2,0.49,0,0.0,0,0.0
BLCA,407,ACTL8,ACTL8,2,0.49,0,0.0,0,0.0,0,0.0
BLCA,407,ADAM2,ADAM2,2,0.49,1,0.25,0,0.0,0,0.0
BLCA,407,AKNAD1,AKNAD1,2,0.49,1,0.25,1,0.25,1,0.25
BLCA,407,C20orf141,C20orf141,2,0.49,0,0.0,0,0.0,0,0.0
BLCA,407,CTCFL,CTCFL,2,0.49,0,0.0,0,0.0,0,0.0
BLCA,407,DAZ1,DAZ1,2,0.49,2,0.49,2,0.49,2,0.49
BLCA,407,MAGEC1,MAGEC1,2,0.49,1,0.25,0,0.0,0,0.0
BLCA,407,RBMY1A1,RBMY1A1,2,0.49,1,0.25,1,0.25,0,0.0
BLCA,407,DPEP3,DPEP3,1,0.25,1,0.25,1,0.25,0,0.0
BLCA,407,DPPA2,DPPA2,1,0.25,0,0.0,0,0.0,0,0.0
BLCA,407,HORMAD1,HORMAD1,1,0.25,0,0.0,0,0.0,0,0.0
BLCA,407,NAA11,NAA11,1,0.25,0,0.0,0,0.0,0,0.0
BLCA,407,ODF1,ODF1,1,0.25,0,0.0,0,0.0,0,0.0
BLCA,407,PASD1,PASD1,1,0.25,0,0.0,0,0.0,0,0.0
BLCA,407,SSX4,SSX4,1,0.25,0,0.0,0,0.0,0,0.0
BLCA,407,TKTL1,TKTL1,1,0.25,1,0.25,1,0.25,0,0.0
BLCA,407,TRIML2,TRIML2,1,0.25,0,0.0,0,0.0,0,0.0
BLCA,407,XAGE3,XAGE3,1,0.25,0,0.0,0,0.0,0,0.0
BLCA,407,XAGE5,XAGE5,1,0.25,0,0.0,0,0.0,0,0.0
BRCA,1099,PRAME,PRAME,206,18.74,119,10.83,48,4.37,19,1.73
BRCA,1099,MAGEA3,MAGEA3,81,7.37,58,5.28,39,3.55,10,0.91
BRCA,1099,CT83,CT83,60,5.46,16,1.46,0,0.0,0,0.0
BRCA,1099,XAGE1,XAGE1,55,5.0,40,3.64,32,2.91,23,2.09
BRCA,1099,YBX2,YBX2,49,4.46,8,0.73,0,0.0,0,0.0
BRCA,1099,HORMAD1,HORMAD1,48,4.37,11,1.0,2,0.18,0,0.0
BRCA,1099,ACTL8,ACTL8,37,3.37,25,2.27,10,0.91,2,0.18
BRCA,1099,MAGEA4,MAGEA4,36,3.28,29,2.64,17,1.55,5,0.45
BRCA,1099,CXorf49,CXorf49,34,3.09,19,1.73,14,1.27,4,0.36
BRCA,1099,MAGEA1,MAGEA1,32,2.91,10,0.91,0,0.0,0,0.0
BRCA,1099,NY-ESO-1,NY-ESO-1,29,2.64,24,2.18,16,1.46,6,0.55
BRCA,1099,PAGE2,PAGE2,28,2.55,18,1.64,14,1.27,8,0.73
BRCA,1099,GAGE1,GAGE1,27,2.46,22,2.0,15,1.36,8,0.73
BRCA,1099,MAGEA12,MAGEA12,27,2.46,6,0.55,0,0.0,0,0.0
BRCA,1099,XAGE2,XAGE2,20,1.82,12,1.09,8,0.73,2,0.18
BRCA,1099,MAGEA2,MAGEA2,19,1.73,1,0.09,0,0.0,0,0.0
BRCA,1099,SPANXB1,SPANXB1,17,1.55,9,0.82,7,0.64,4,0.36
BRCA,1099,MAGEA9,MAGEA9,16,1.46,9,0.82,2,0.18,0,0.0
BRCA,1099,SPANXA1,SPANXA1,14,1.27,12,1.09,10,0.91,9,0.82
BRCA,1099,FTHL17,FTHL17,11,1.0,2,0.18,0,0.0,0,0.0
BRCA,1099,MAGEC2,MAGEC2,9,0.82,4,0.36,2,0.18,0,0.0
BRCA,1099,PAGE5,PAGE5,9,0.82,7,0.64,6,0.55,2,0.18
BRCA,1099,SSX1,SSX1,9,0.82,2,0.18,1,0.09,0,0.0
BRCA,1099,COX7B2,COX7B2,8,0.73,2,0.18,0,0.0,0,0.0
BRCA,1099,CT45A1,CT45A1,8,0.73,2,0.18,0,0.0,0,0.0
BRCA,1099,MAGEA8,MAGEA8,6,0.55,4,0.36,0,0.0,0,0.0
BRCA,1099,PLAC1,PLAC1,6,0.55,3,0.27,0,0.0,0,0.0
BRCA,1099,VCX,VCX,6,0.55,4,0.36,3,0.27,1,0.09
BRCA,1099,CRISP2,CRISP2,5,0.45,0,0.0,0,0.0,0,0.0
BRCA,1099,EGFL6,EGFL6,4,0.36,2,0.18,1,0.09,1,0.09
BRCA,1099,MAGEA10,MAGEA10,4,0.36,1,0.09,0,0.0,0,0.0
BRCA,1099,MAGEB2,MAGEB2,4,0.36,1,0.09,0,0.0,0,0.0
BRCA,1099,PAGE1,PAGE1,4,0.36,4,0.36,4,0.36,2,0.18
BRCA,1099,SSX2,SSX2,4,0.36,2,0.18,1,0.09,0,0.0
BRCA,1099,TEX14,TEX14,4,0.36,3,0.27,2,0.18,1,0.09
BRCA,1099,TUBA3C,TUBA3C,4,0.36,3,0.27,0,0.0,0,0.0
BRCA,1099,XAGE3,XAGE3,4,0.36,2,0.18,1,0.09,1,0.09
BRCA,1099,ADAM2,ADAM2,3,0.27,1,0.09,1,0.09,0,0.0
BRCA,1099,ADAM29,ADAM29,3,0.27,0,0.0,0,0.0,0,0.0
BRCA,1099,FMR1NB,FMR1NB,3,0.27,3,0.27,1,0.09,1,0.09
BRCA,1099,TDRD1,TDRD1,3,0.27,0,0.0,0,0.0,0,0.0
BRCA,1099,TEX19,TEX19,3,0.27,1,0.09,1,0.09,0,0.0
BRCA,1099,VCX3B,VCX3B,3,0.27,2,0.18,2,0.18,1,0.09
BRCA,1099,CSH2,CSH2,2,0.18,0,0.0,0,0.0,0,0.0
BRCA,1099,FATE1,FATE1,2,0.18,2,0.18,1,0.09,1,0.09
BRCA,1099,MAGEC1,MAGEC1,2,0.18,1,0.09,0,0.0,0,0.0
BRCA,1099,PSG9,PSG9,2,0.18,1,0.09,0,0.0,0,0.0
BRCA,1099,XAGE5,XAGE5,2,0.18,2,0.18,1,0.09,0,0.0
BRCA,1099,ANKRD7,ANKRD7,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,CGB8,CGB8,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,DKKL1,DKKL1,1,0.09,1,0.09,0,0.0,0,0.0
BRCA,1099,DMRTC2,DMRTC2,1,0.09,1,0.09,0,0.0,0,0.0
BRCA,1099,LDHC,LDHC,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,LRRC36,LRRC36,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,MAGEB16,MAGEB16,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,PRM1,PRM1,1,0.09,1,0.09,0,0.0,0,0.0
BRCA,1099,PSG11,PSG11,1,0.09,1,0.09,1,0.09,0,0.0
BRCA,1099,PSG5,PSG5,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,RAD21L1,RAD21L1,1,0.09,1,0.09,0,0.0,0,0.0
BRCA,1099,RBMXL2,RBMXL2,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,SPO11,SPO11,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,SYCP1,SYCP1,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,TEX101,TEX101,1,0.09,1,0.09,0,0.0,0,0.0
BRCA,1099,TKTL1,TKTL1,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,TRIML2,TRIML2,1,0.09,0,0.0,0,0.0,0,0.0
BRCA,1099,ZPBP2,ZPBP2,1,0.09,0,0.0,0,0.0,0,0.0
BRCA_Basal,172,PRAME,PRAME,73,42.44,35,20.35,6,3.49,3,1.74
BRCA_Basal,172,CT83,CT83,51,29.65,14,8.14,0,0.0,0,0.0
BRCA_Basal,172,HORMAD1,HORMAD1,41,23.84,10,5.81,2,1.16,0,0.0
BRCA_Basal,172,MAGEA3,MAGEA3,37,21.51,27,15.7,14,8.14,3,1.74
BRCA_Basal,172,CXorf49,CXorf49,32,18.6,19,11.05,14,8.14,4,2.33
BRCA_Basal,172,ACTL8,ACTL8,31,18.02,24,13.95,10,5.81,2,1.16
BRCA_Basal,172,MAGEA4,MAGEA4,25,14.53,21,12.21,12,6.98,4,2.33
BRCA_Basal,172,NY-ESO-1,NY-ESO-1,20,11.63,18,10.47,12,6.98,4,2.33
BRCA_Basal,172,XAGE2,XAGE2,16,9.3,11,6.4,7,4.07,2,1.16
BRCA_Basal,172,YBX2,YBX2,11,6.4,2,1.16,0,0.0,0,0.0
BRCA_Basal,172,MAGEA12,MAGEA12,8,4.65,3,1.74,0,0.0,0,0.0
BRCA_Basal,172,MAGEA9,MAGEA9,8,4.65,3,1.74,1,0.58,0,0.0
BRCA_Basal,172,FTHL17,FTHL17,7,4.07,2,1.16,0,0.0,0,0.0
BRCA_Basal,172,MAGEA2,MAGEA2,7,4.07,0,0.0,0,0.0,0,0.0
BRCA_Basal,172,PAGE2,PAGE2,7,4.07,6,3.49,5,2.91,3,1.74
BRCA_Basal,172,XAGE1,XAGE1,6,3.49,4,2.33,4,2.33,3,1.74
BRCA_Basal,172,COX7B2,COX7B2,4,2.33,2,1.16,0,0.0,0,0.0
BRCA_Basal,172,GAGE1,GAGE1,4,2.33,4,2.33,2,1.16,2,1.16
BRCA_Basal,172,MAGEA10,MAGEA10,4,2.33,1,0.58,0,0.0,0,0.0
BRCA_Basal,172,MAGEC2,MAGEC2,4,2.33,2,1.16,1,0.58,0,0.0
BRCA_Basal,172,XAGE3,XAGE3,3,1.74,2,1.16,1,0.58,1,0.58
BRCA_Basal,172,CT45A1,CT45A1,2,1.16,1,0.58,0,0.0,0,0.0
BRCA_Basal,172,EGFL6,EGFL6,2,1.16,1,0.58,1,0.58,1,0.58
BRCA_Basal,172,MAGEA1,MAGEA1,2,1.16,0,0.0,0,0.0,0,0.0
BRCA_Basal,172,PAGE1,PAGE1,2,1.16,2,1.16,2,1.16,1,0.58
BRCA_Basal,172,SSX1,SSX1,2,1.16,1,0.58,0,0.0,0,0.0
BRCA_Basal,172,VCX,VCX,2,1.16,2,1.16,2,1.16,1,0.58
BRCA_Basal,172,VCX3B,VCX3B,2,1.16,2,1.16,2,1.16,1,0.58
BRCA_Basal,172,ANKRD7,ANKRD7,1,0.58,0,0.0,0,0.0,0,0.0
BRCA_Basal,172,CRISP2,CRISP2,1,0.58,0,0.0,0,0.0,0,0.0
BRCA_Basal,172,MAGEA8,MAGEA8,1,0.58,0,0.0,0,0.0,0,0.0
BRCA_Basal,172,MAGEB2,MAGEB2,1,0.58,0,0.0,0,0.0,0,0.0
BRCA_Basal,172,PAGE5,PAGE5,1,0.58,1,0.58,1,0.58,0,0.0
BRCA_Basal,172,RBMXL2,RBMXL2,1,0.58,0,0.0,0,0.0,0,0.0
BRCA_Basal,172,SPANXB1,SPANXB1,1,0.58,0,0.0,0,0.0,0,0.0
BRCA_Basal,172,TDRD1,TDRD1,1,0.58,0,0.0,0,0.0,0,0.0
BRCA_Basal,172,TRIML2,TRIML2,1,0.58,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,MAGEA3,MAGEA3,14,18.18,10,12.99,7,9.09,3,3.9
BRCA_HER2,77,PRAME,PRAME,11,14.29,5,6.49,5,6.49,1,1.3
BRCA_HER2,77,MAGEA12,MAGEA12,7,9.09,1,1.3,0,0.0,0,0.0
BRCA_HER2,77,MAGEA4,MAGEA4,7,9.09,6,7.79,5,6.49,1,1.3
BRCA_HER2,77,NY-ESO-1,NY-ESO-1,6,7.79,4,5.19,3,3.9,1,1.3
BRCA_HER2,77,XAGE1,XAGE1,6,7.79,6,7.79,4,5.19,4,5.19
BRCA_HER2,77,MAGEA2,MAGEA2,5,6.49,1,1.3,0,0.0,0,0.0
BRCA_HER2,77,PAGE5,PAGE5,5,6.49,4,5.19,3,3.9,1,1.3
BRCA_HER2,77,GAGE1,GAGE1,4,5.19,4,5.19,3,3.9,1,1.3
BRCA_HER2,77,PAGE2,PAGE2,3,3.9,2,2.6,2,2.6,2,2.6
BRCA_HER2,77,SSX1,SSX1,3,3.9,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,YBX2,YBX2,3,3.9,1,1.3,0,0.0,0,0.0
BRCA_HER2,77,ACTL8,ACTL8,2,2.6,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,COX7B2,COX7B2,2,2.6,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,CRISP2,CRISP2,2,2.6,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,MAGEA9,MAGEA9,2,2.6,2,2.6,0,0.0,0,0.0
BRCA_HER2,77,MAGEC1,MAGEC1,2,2.6,1,1.3,0,0.0,0,0.0
BRCA_HER2,77,TUBA3C,TUBA3C,2,2.6,1,1.3,0,0.0,0,0.0
BRCA_HER2,77,XAGE5,XAGE5,2,2.6,2,2.6,1,1.3,0,0.0
BRCA_HER2,77,CSH2,CSH2,1,1.3,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,CT45A1,CT45A1,1,1.3,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,CT83,CT83,1,1.3,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,DMRTC2,DMRTC2,1,1.3,1,1.3,0,0.0,0,0.0
BRCA_HER2,77,FATE1,FATE1,1,1.3,1,1.3,1,1.3,1,1.3
BRCA_HER2,77,FMR1NB,FMR1NB,1,1.3,1,1.3,0,0.0,0,0.0
BRCA_HER2,77,FTHL17,FTHL17,1,1.3,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,MAGEA1,MAGEA1,1,1.3,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,MAGEA8,MAGEA8,1,1.3,1,1.3,0,0.0,0,0.0
BRCA_HER2,77,MAGEC2,MAGEC2,1,1.3,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,PAGE1,PAGE1,1,1.3,1,1.3,1,1.3,1,1.3
BRCA_HER2,77,SSX2,SSX2,1,1.3,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,TDRD1,TDRD1,1,1.3,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,VCX,VCX,1,1.3,0,0.0,0,0.0,0,0.0
BRCA_HER2,77,ZPBP2,ZPBP2,1,1.3,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,PRAME,PRAME,49,9.78,30,5.99,13,2.59,3,0.6
BRCA_LumA,501,XAGE1,XAGE1,19,3.79,13,2.59,10,2.0,6,1.2
BRCA_LumA,501,MAGEA1,MAGEA1,18,3.59,5,1.0,0,0.0,0,0.0
BRCA_LumA,501,YBX2,YBX2,13,2.59,2,0.4,0,0.0,0,0.0
BRCA_LumA,501,MAGEA3,MAGEA3,9,1.8,7,1.4,6,1.2,2,0.4
BRCA_LumA,501,SPANXB1,SPANXB1,8,1.6,4,0.8,2,0.4,1,0.2
BRCA_LumA,501,PAGE2,PAGE2,7,1.4,1,0.2,1,0.2,1,0.2
BRCA_LumA,501,GAGE1,GAGE1,6,1.2,5,1.0,4,0.8,2,0.4
BRCA_LumA,501,MAGEA12,MAGEA12,6,1.2,2,0.4,0,0.0,0,0.0
BRCA_LumA,501,SPANXA1,SPANXA1,6,1.2,5,1.0,3,0.6,2,0.4
BRCA_LumA,501,MAGEA2,MAGEA2,4,0.8,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,MAGEA9,MAGEA9,4,0.8,3,0.6,1,0.2,0,0.0
BRCA_LumA,501,ADAM2,ADAM2,2,0.4,1,0.2,1,0.2,0,0.0
BRCA_LumA,501,MAGEA8,MAGEA8,2,0.4,2,0.4,0,0.0,0,0.0
BRCA_LumA,501,MAGEB2,MAGEB2,2,0.4,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,MAGEC2,MAGEC2,2,0.4,1,0.2,0,0.0,0,0.0
BRCA_LumA,501,TEX14,TEX14,2,0.4,1,0.2,0,0.0,0,0.0
BRCA_LumA,501,ADAM29,ADAM29,1,0.2,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,CGB8,CGB8,1,0.2,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,COX7B2,COX7B2,1,0.2,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,CRISP2,CRISP2,1,0.2,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,CSH2,CSH2,1,0.2,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,CT45A1,CT45A1,1,0.2,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,MAGEA4,MAGEA4,1,0.2,1,0.2,0,0.0,0,0.0
BRCA_LumA,501,PSG9,PSG9,1,0.2,1,0.2,0,0.0,0,0.0
BRCA_LumA,501,SSX1,SSX1,1,0.2,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,SYCP1,SYCP1,1,0.2,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,TKTL1,TKTL1,1,0.2,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,TUBA3C,TUBA3C,1,0.2,1,0.2,0,0.0,0,0.0
BRCA_LumA,501,VCX,VCX,1,0.2,1,0.2,0,0.0,0,0.0
BRCA_LumB,199,PRAME,PRAME,48,24.12,34,17.09,16,8.04,7,3.52
BRCA_LumB,199,XAGE1,XAGE1,19,9.55,14,7.04,11,5.53,7,3.52
BRCA_LumB,199,YBX2,YBX2,19,9.55,2,1.01,0,0.0,0,0.0
BRCA_LumB,199,MAGEA3,MAGEA3,14,7.04,11,5.53,10,5.03,2,1.01
BRCA_LumB,199,PAGE2,PAGE2,10,5.03,8,4.02,5,2.51,1,0.5
BRCA_LumB,199,MAGEA1,MAGEA1,8,4.02,4,2.01,0,0.0,0,0.0
BRCA_LumB,199,SPANXA1,SPANXA1,8,4.02,7,3.52,7,3.52,7,3.52
BRCA_LumB,199,GAGE1,GAGE1,7,3.52,3,1.51,2,1.01,0,0.0
BRCA_LumB,199,SPANXB1,SPANXB1,7,3.52,5,2.51,5,2.51,3,1.51
BRCA_LumB,199,MAGEA12,MAGEA12,5,2.51,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,CT45A1,CT45A1,4,2.01,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,PLAC1,PLAC1,4,2.01,2,1.01,0,0.0,0,0.0
BRCA_LumB,199,MAGEA2,MAGEA2,3,1.51,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,PAGE5,PAGE5,3,1.51,2,1.01,2,1.01,1,0.5
BRCA_LumB,199,SSX1,SSX1,3,1.51,1,0.5,1,0.5,0,0.0
BRCA_LumB,199,SSX2,SSX2,3,1.51,2,1.01,1,0.5,0,0.0
BRCA_LumB,199,TEX19,TEX19,3,1.51,1,0.5,1,0.5,0,0.0
BRCA_LumB,199,ACTL8,ACTL8,2,1.01,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,FMR1NB,FMR1NB,2,1.01,2,1.01,1,0.5,1,0.5
BRCA_LumB,199,MAGEA8,MAGEA8,2,1.01,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,ADAM2,ADAM2,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,COX7B2,COX7B2,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,CRISP2,CRISP2,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,CT83,CT83,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,FATE1,FATE1,1,0.5,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,LRRC36,LRRC36,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,MAGEA4,MAGEA4,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,MAGEC2,MAGEC2,1,0.5,1,0.5,1,0.5,0,0.0
BRCA_LumB,199,PSG11,PSG11,1,0.5,1,0.5,1,0.5,0,0.0
BRCA_LumB,199,RAD21L1,RAD21L1,1,0.5,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,SPO11,SPO11,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,TDRD1,TDRD1,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_LumB,199,TEX101,TEX101,1,0.5,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,TUBA3C,TUBA3C,1,0.5,1,0.5,0,0.0,0,0.0
BRCA_LumB,199,VCX,VCX,1,0.5,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,EGFL6,EGFL6,2,5.71,1,2.86,0,0.0,0,0.0
BRCA_Normal,35,MAGEA3,MAGEA3,2,5.71,1,2.86,1,2.86,0,0.0
BRCA_Normal,35,PRAME,PRAME,2,5.71,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,HORMAD1,HORMAD1,1,2.86,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,MAGEA4,MAGEA4,1,2.86,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,MAGEC2,MAGEC2,1,2.86,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,TEX14,TEX14,1,2.86,1,2.86,1,2.86,0,0.0
BRCA_Normal,35,VCX,VCX,1,2.86,1,2.86,1,2.86,0,0.0
BRCA_Normal,35,VCX3B,VCX3B,1,2.86,0,0.0,0,0.0,0,0.0
BRCA_Normal,35,XAGE1,XAGE1,1,2.86,0,0.0,0,0.0,0,0.0
CESC,306,YBX2,YBX2,49,16.01,13,4.25,0,0.0,0,0.0
CESC,306,PRAME,PRAME,34,11.11,16,5.23,8,2.61,5,1.63
CESC,306,MAGEA3,MAGEA3,31,10.13,24,7.84,16,5.23,9,2.94
CESC,306,MAGEA4,MAGEA4,30,9.8,21,6.86,12,3.92,5,1.63
CESC,306,CT83,CT83,27,8.82,15,4.9,8,2.61,0,0.0
CESC,306,CTCFL,CTCFL,27,8.82,6,1.96,0,0.0,0,0.0
CESC,306,CXorf49,CXorf49,19,6.21,12,3.92,1,0.33,1,0.33
CESC,306,MAGEA1,MAGEA1,16,5.23,7,2.29,1,0.33,0,0.0
CESC,306,GAGE1,GAGE1,13,4.25,12,3.92,9,2.94,6,1.96
CESC,306,ACTL8,ACTL8,9,2.94,7,2.29,3,0.98,0,0.0
CESC,306,EGFL6,EGFL6,9,2.94,2,0.65,0,0.0,0,0.0
CESC,306,MAGEA12,MAGEA12,8,2.61,3,0.98,1,0.33,0,0.0
CESC,306,MAGEA2,MAGEA2,7,2.29,1,0.33,1,0.33,0,0.0
CESC,306,TKTL1,TKTL1,7,2.29,4,1.31,2,0.65,0,0.0
CESC,306,MAGEA9,MAGEA9,5,1.63,1,0.33,1,0.33,0,0.0
CESC,306,SYCE2,SYCE2,5,1.63,0,0.0,0,0.0,0,0.0
CESC,306,MEIOB,MEIOB,4,1.31,0,0.0,0,0.0,0,0.0
CESC,306,NY-ESO-1,NY-ESO-1,4,1.31,2,0.65,0,0.0,0,0.0
CESC,306,PSG5,PSG5,4,1.31,3,0.98,1,0.33,0,0.0
CESC,306,CT45A1,CT45A1,3,0.98,2,0.65,0,0.0,0,0.0
CESC,306,FTHL17,FTHL17,3,0.98,0,0.0,0,0.0,0,0.0
CESC,306,MAGEA10,MAGEA10,3,0.98,2,0.65,0,0.0,0,0.0
