cancer_code,cohort,n_samples,cta,q1,median,q3
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,PHF7,2.881052,4.1677,6.065285
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,PIWIL1,0.0,0.011438,0.017145
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,PRAME,0.0,0.048374,1.726472
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,RNF148,0.036121,0.070621,0.147653
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,SMC1B,0.012632,0.059332,0.242126
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,SPATA32,0.0,0.022618,0.050481
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,SPATA4,0.0,0.0,0.012019
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,SSX1,0.0,0.082535,7.203112
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,STKLD1,0.707519,1.12636,1.796341
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,SYCE2,0.393154,0.729984,1.183855
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,SYCP3,0.059499,0.360098,1.044174
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,TEX14,0.107999,0.229339,0.404703
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,TMEM210,0.0,0.0,0.0
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,TSPYL6,0.0,0.0,0.0
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,TULP2,0.0,0.011598,0.047168
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,WDR64,0.0,0.013269,0.059211
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,XAGE1A,0.0,0.156664,31.968238
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,XAGE1B,0.0,0.179298,25.341109
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,YBX2,0.335459,1.115171,4.890276
LIHC,Liver Hepatocellular Carcinoma [LIHC] (n=368),368,ZC3H11B,0.01125,0.035192,0.074546
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,ADAM29,0.012586,0.045992,0.109313
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,AKNAD1,0.065019,0.153463,0.31316
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,ANKRD7,0.109918,0.29767,0.713764
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,C12orf42,0.080521,0.197495,0.396027
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,C1orf94,0.0,0.0,0.011537
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,CAGE1,0.0,0.022243,0.054936
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,CGB8,0.0,0.0,0.178551
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,COX7B2,0.0,0.0,0.034482
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,CTCFL,0.0,0.0,0.02309
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,DPEP3,0.022716,0.057655,0.120063
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,EGFL6,4.453767,7.844992,12.375423
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,FATE1,0.170607,0.334203,0.637911
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,HORMAD1,0.121525,0.743663,7.033261
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,LIN28B,0.0,0.0,0.011853
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,LRRC36,0.639716,1.311435,3.022976
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,MAGEA1,0.0,0.0,0.092628
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,MAGEA12,0.0,0.011673,0.126794
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,MAGEA2,0.0,0.0,0.158103
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,MAGEA3,0.0,0.034182,1.917969
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,MAGEA4,0.0,0.0,0.068718
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,MAGEA6,0.0,0.0,1.086945
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,MAGEA9B,0.0,0.0,0.064178
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,MAGEC1,0.0,0.011468,0.060288
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,MAGEC2,0.0,0.0,0.110104
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,PAGE2,0.0,0.0,0.122465
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,PAGE2B,0.0,0.009286,0.18891
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,PAGE5,0.0,0.061876,0.183806
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,PHF7,2.74581,3.756763,5.001593
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,PIWIL1,0.0,0.012222,0.079548
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,PRAME,0.11388,1.79936,16.898578
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,RNF148,0.158402,0.290131,0.530865
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,SMC1B,0.033507,0.108993,0.595531
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,SPATA32,0.123311,0.236007,0.443183
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,SPATA4,0.065967,0.225252,0.516201
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,SSX1,0.0,0.0,0.017254
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,STKLD1,0.692129,1.2152,1.964726
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,SYCE2,0.460781,0.765877,1.247053
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,SYCP3,0.067893,0.157472,0.387158
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,TEX14,0.24772,0.412515,0.698854
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,TMEM210,0.0,0.0,0.101369
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,TSPYL6,0.0,0.0,0.012521
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,TULP2,0.033754,0.081752,0.188098
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,WDR64,0.033916,0.080497,0.157042
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,XAGE1A,1.771195,183.898642,508.668151
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,XAGE1B,2.873025,133.441574,390.81577
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,YBX2,0.388749,2.026808,6.281419
LUAD,Lung Adenocarcinoma [LUAD] (n=515),515,ZC3H11B,0.033597,0.069097,0.117027
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,ADAM29,0.0,0.01115,0.023192
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,AKNAD1,0.025817,0.093007,0.25247
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,ANKRD7,0.151609,0.392633,0.913746
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,C12orf42,0.071002,0.158109,0.345715
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,C1orf94,0.0,0.0,0.013594
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,CAGE1,0.046232,0.111233,0.228849
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,CGB8,0.0,0.038721,0.319035
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,COX7B2,0.0,0.0,0.309093
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,CTCFL,0.0,0.014157,0.205517
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,DPEP3,0.022284,0.048684,0.105127
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,EGFL6,9.066266,15.20419,24.479573
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,FATE1,0.146349,0.274166,0.514525
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,HORMAD1,0.117346,3.315091,8.648624
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,LIN28B,0.0,0.011367,0.190355
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,LRRC36,0.285051,0.49613,1.047721
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,MAGEA1,0.022477,0.289437,9.766597
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,MAGEA12,0.0,0.046803,2.85471
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,MAGEA2,0.0,0.120781,11.015597
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,MAGEA3,0.070739,2.716663,56.13627
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,MAGEA4,0.26305,10.011037,125.15676
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,MAGEA6,0.055351,1.479994,52.780068
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,MAGEA9B,0.094584,4.448885,37.792889
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,MAGEC1,0.0,0.011701,0.149284
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,MAGEC2,0.0,0.01213,0.279082
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,PAGE2,0.0,0.0,0.26899
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,PAGE2B,0.0,0.079394,0.247192
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,PAGE5,0.0,0.077898,0.196151
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,PHF7,2.718377,3.759683,5.20144
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,PIWIL1,0.0,0.011249,0.04414
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,PRAME,11.984722,31.098873,62.28552
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,RNF148,0.033415,0.069407,0.141016
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,SMC1B,0.045474,0.164567,0.500511
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,SPATA32,0.059027,0.124793,0.195837
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,SPATA4,0.021927,0.101294,0.260387
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,SSX1,0.0,0.0,0.035635
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,STKLD1,0.399859,0.627233,0.962947
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,SYCE2,0.4425,0.755636,1.350242
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,SYCP3,0.051297,0.131042,0.27712
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,TEX14,0.160586,0.287494,0.446557
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,TMEM210,0.0,0.0,0.0
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,TSPYL6,0.0,0.0,0.012181
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,TULP2,0.022607,0.057444,0.123711
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,WDR64,0.01117,0.024526,0.068057
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,XAGE1A,0.03311,0.337174,2.448759
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,XAGE1B,0.122059,0.555706,3.871583
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,YBX2,0.657283,1.642004,4.276288
LUSC,Lung Squamous Cell Carcinoma [LUSC] (n=498),498,ZC3H11B,0.035045,0.070134,0.120248
MM,Multiple Myeloma [MM] (n=764),764,ADAM29,0.0,0.004003,0.021285
MM,Multiple Myeloma [MM] (n=764),764,AKNAD1,0.0,0.0,0.007199
MM,Multiple Myeloma [MM] (n=764),764,ANKRD7,0.127833,0.284651,0.542188
MM,Multiple Myeloma [MM] (n=764),764,C12orf42,0.075201,0.208624,0.58292
MM,Multiple Myeloma [MM] (n=764),764,C1orf94,0.0,0.0,0.0
MM,Multiple Myeloma [MM] (n=764),764,CAGE1,0.09808,0.156615,0.245828
MM,Multiple Myeloma [MM] (n=764),764,CGB8,0.0,0.0,0.0
MM,Multiple Myeloma [MM] (n=764),764,COX7B2,0.0,0.0,0.175685
MM,Multiple Myeloma [MM] (n=764),764,CTCFL,0.0,0.002673,0.008196
MM,Multiple Myeloma [MM] (n=764),764,DPEP3,0.183387,0.401786,0.854765
MM,Multiple Myeloma [MM] (n=764),764,EGFL6,0.0,0.0,0.0
MM,Multiple Myeloma [MM] (n=764),764,FATE1,0.0,0.131941,0.849107
MM,Multiple Myeloma [MM] (n=764),764,H1-6,0.040275,0.174525,0.474513
MM,Multiple Myeloma [MM] (n=764),764,HORMAD1,0.060322,0.1251,0.248941
MM,Multiple Myeloma [MM] (n=764),764,LIN28B,0.0,0.0,0.00519
MM,Multiple Myeloma [MM] (n=764),764,LRRC36,0.0,0.007123,0.022696
MM,Multiple Myeloma [MM] (n=764),764,MAGEA1,0.0,0.077371,0.876581
MM,Multiple Myeloma [MM] (n=764),764,MAGEA12,0.0,0.01644,0.272528
MM,Multiple Myeloma [MM] (n=764),764,MAGEA2,0.0,0.0,0.0
MM,Multiple Myeloma [MM] (n=764),764,MAGEA3,0.020161,0.159168,2.329485
MM,Multiple Myeloma [MM] (n=764),764,MAGEA4,0.0,0.0,0.0
MM,Multiple Myeloma [MM] (n=764),764,MAGEA6,0.016321,0.200925,2.192295
MM,Multiple Myeloma [MM] (n=764),764,MAGEA9B,0.0,0.0,0.010896
MM,Multiple Myeloma [MM] (n=764),764,MAGEC1,0.731253,6.920055,28.134538
MM,Multiple Myeloma [MM] (n=764),764,MAGEC2,0.180957,0.795723,3.314259
MM,Multiple Myeloma [MM] (n=764),764,MEIOC,0.116857,0.179356,0.279229
MM,Multiple Myeloma [MM] (n=764),764,PAGE2,0.0,0.0,0.07545
MM,Multiple Myeloma [MM] (n=764),764,PAGE2B,0.084089,0.20498,0.44964
MM,Multiple Myeloma [MM] (n=764),764,PAGE5,0.0,0.079718,0.916037
MM,Multiple Myeloma [MM] (n=764),764,PHF7,2.669575,3.847053,5.541291
MM,Multiple Myeloma [MM] (n=764),764,PIWIL1,0.0,0.0,0.0
MM,Multiple Myeloma [MM] (n=764),764,PRAME,0.060694,0.657365,3.680681
MM,Multiple Myeloma [MM] (n=764),764,RNF148,1.917917,3.344694,6.015778
MM,Multiple Myeloma [MM] (n=764),764,SMC1B,0.065064,0.121815,0.244399
MM,Multiple Myeloma [MM] (n=764),764,SPATA32,0.117627,0.21823,0.380967
MM,Multiple Myeloma [MM] (n=764),764,SPATA4,0.024436,0.058064,0.127689
MM,Multiple Myeloma [MM] (n=764),764,SSX1,0.022571,0.190939,1.53636
MM,Multiple Myeloma [MM] (n=764),764,STKLD1,0.588661,0.917659,1.40182
MM,Multiple Myeloma [MM] (n=764),764,SYCE2,0.685204,1.183235,2.055249
MM,Multiple Myeloma [MM] (n=764),764,SYCP3,0.09748,0.167828,0.277523
MM,Multiple Myeloma [MM] (n=764),764,TEX14,0.311632,0.769854,2.202251
MM,Multiple Myeloma [MM] (n=764),764,TMEM210,0.0,0.0,0.0
MM,Multiple Myeloma [MM] (n=764),764,TSPYL6,0.007125,0.023568,0.051328
MM,Multiple Myeloma [MM] (n=764),764,TULP2,0.582077,1.086533,2.03804
MM,Multiple Myeloma [MM] (n=764),764,WDR64,1.446746,3.132551,5.447819
MM,Multiple Myeloma [MM] (n=764),764,XAGE1A,0.0,0.0,0.0
MM,Multiple Myeloma [MM] (n=764),764,XAGE1B,0.0,0.0,0.016292
MM,Multiple Myeloma [MM] (n=764),764,YBX2,0.0,0.008835,0.027959
MM,Multiple Myeloma [MM] (n=764),764,ZC3H11B,0.071599,0.114892,0.20776
OS,Osteosarcoma [OS] (n=262),262,ADAM29,0.026533,0.143787,0.460081
OS,Osteosarcoma [OS] (n=262),262,AKNAD1,0.545581,1.139115,1.975857
OS,Osteosarcoma [OS] (n=262),262,ANKRD7,0.322079,0.860353,1.507801
OS,Osteosarcoma [OS] (n=262),262,C12orf42,0.0,0.0,0.062424
OS,Osteosarcoma [OS] (n=262),262,C1orf94,0.0,0.0,0.047254
OS,Osteosarcoma [OS] (n=262),262,CAGE1,0.0,0.023708,0.048189
OS,Osteosarcoma [OS] (n=262),262,CGB8,0.0,0.0,0.052378
OS,Osteosarcoma [OS] (n=262),262,COX7B2,0.0,0.0,0.211887
OS,Osteosarcoma [OS] (n=262),262,CTCFL,0.0,0.030728,0.154954
OS,Osteosarcoma [OS] (n=262),262,DPEP3,0.012892,0.062113,0.161408
OS,Osteosarcoma [OS] (n=262),262,EGFL6,1.141778,6.958829,45.829081
OS,Osteosarcoma [OS] (n=262),262,FATE1,0.160556,0.370188,0.679163
OS,Osteosarcoma [OS] (n=262),262,HORMAD1,0.070381,0.395151,2.079019
OS,Osteosarcoma [OS] (n=262),262,LIN28B,0.0,0.0,0.046934
OS,Osteosarcoma [OS] (n=262),262,LRRC36,0.26494,0.585491,1.387517
OS,Osteosarcoma [OS] (n=262),262,MAGEA1,0.0,0.072336,1.845885
OS,Osteosarcoma [OS] (n=262),262,MAGEA12,0.0,0.342176,15.494559
OS,Osteosarcoma [OS] (n=262),262,MAGEA2,0.0,0.437043,12.205997
OS,Osteosarcoma [OS] (n=262),262,MAGEA3,0.072922,2.327818,42.849341
OS,Osteosarcoma [OS] (n=262),262,MAGEA4,0.0,0.0,0.327396
OS,Osteosarcoma [OS] (n=262),262,MAGEA6,0.015657,1.729466,34.461003
OS,Osteosarcoma [OS] (n=262),262,MAGEA9B,0.0,0.023358,0.230329
OS,Osteosarcoma [OS] (n=262),262,MAGEC1,0.0,0.048847,0.389352
OS,Osteosarcoma [OS] (n=262),262,MAGEC2,0.0,0.140746,2.128291
OS,Osteosarcoma [OS] (n=262),262,PAGE2,0.382485,2.757245,13.607523
OS,Osteosarcoma [OS] (n=262),262,PAGE2B,0.184521,1.857051,35.497276
OS,Osteosarcoma [OS] (n=262),262,PAGE5,0.0,0.939124,28.238682
OS,Osteosarcoma [OS] (n=262),262,PHF7,3.447344,5.584474,7.796641
OS,Osteosarcoma [OS] (n=262),262,PIWIL1,0.0,0.024091,0.086626
OS,Osteosarcoma [OS] (n=262),262,PRAME,0.187347,3.804391,50.474019
OS,Osteosarcoma [OS] (n=262),262,RNF148,0.043712,0.137996,0.282596
OS,Osteosarcoma [OS] (n=262),262,SMC1B,0.083032,0.302324,0.95201
OS,Osteosarcoma [OS] (n=262),262,SPATA32,0.0,0.024514,0.077014
OS,Osteosarcoma [OS] (n=262),262,SPATA4,0.025372,0.10741,0.259169
OS,Osteosarcoma [OS] (n=262),262,SSX1,0.023115,0.289893,7.07278
OS,Osteosarcoma [OS] (n=262),262,STKLD1,0.899715,1.507507,2.219427
OS,Osteosarcoma [OS] (n=262),262,SYCE2,0.705616,1.28925,3.181164
OS,Osteosarcoma [OS] (n=262),262,SYCP3,0.120599,0.28104,0.512679
OS,Osteosarcoma [OS] (n=262),262,TEX14,0.311978,0.718479,1.512626
OS,Osteosarcoma [OS] (n=262),262,TMEM210,0.0,0.0,0.0
OS,Osteosarcoma [OS] (n=262),262,TSPYL6,0.0,0.011325,0.028438
OS,Osteosarcoma [OS] (n=262),262,TULP2,0.0,0.04794,0.176325
OS,Osteosarcoma [OS] (n=262),262,WDR64,0.0,0.023891,0.120655
OS,Osteosarcoma [OS] (n=262),262,XAGE1A,0.0,0.490679,19.469993
OS,Osteosarcoma [OS] (n=262),262,XAGE1B,0.026216,0.769793,40.856441
OS,Osteosarcoma [OS] (n=262),262,YBX2,0.035853,0.151967,0.448367
OS,Osteosarcoma [OS] (n=262),262,ZC3H11B,0.050647,0.128627,0.268685
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,ADAM29,0.0,0.0,0.012355
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,AKNAD1,0.0,0.037339,0.127845
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,ANKRD7,0.389833,0.720287,1.232442
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,C12orf42,0.0,0.058999,0.183444
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,C1orf94,0.0,0.014081,0.06001
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,CAGE1,0.019314,0.048299,0.108377
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,CGB8,0.0,0.0,0.0
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,COX7B2,0.0,0.0,0.036279
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,CTCFL,0.889187,5.558869,21.446902
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,DPEP3,0.035799,0.152932,5.890415
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,EGFL6,5.913529,11.972114,22.184309
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,FATE1,0.048396,0.113321,0.228485
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,HORMAD1,0.024621,0.08071,0.225466
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,LIN28B,0.0,0.024797,0.487373
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,LRRC36,0.391777,0.690182,1.276571
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,MAGEA1,0.0,0.005737,0.099714
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,MAGEA12,0.0,0.0,0.02502
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,MAGEA2,0.0,0.024519,0.07529
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,MAGEA3,0.0,0.0,0.043802
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,MAGEA4,0.01161,0.212338,7.214031
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,MAGEA6,0.0,0.0,0.038072
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,MAGEA9B,0.0,0.013789,0.121609
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,MAGEC1,0.012923,0.073995,0.427322
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,MAGEC2,0.0,0.0,0.057355
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,PAGE2,0.0,0.061937,0.31243
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,PAGE2B,0.0,0.077316,0.252356
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,PAGE5,0.0,0.0,0.076148
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,PHF7,1.890786,2.879462,4.536065
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,PIWIL1,0.063159,0.229065,0.688468
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,PRAME,26.225106,58.500546,93.094241
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,RNF148,0.0,0.038582,0.104449
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,SMC1B,0.199143,0.552798,1.301671
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,SPATA32,0.069894,0.126117,0.255963
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,SPATA4,0.049373,0.190013,0.463335
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,SSX1,0.0,0.024303,0.152092
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,STKLD1,1.07678,1.659348,2.713392
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,SYCE2,2.146548,3.446549,6.655026
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,SYCP3,0.156434,0.394352,0.754128
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,TEX14,0.131162,0.2409,0.412931
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,TMEM210,0.0,0.0,0.092497
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,TSPYL6,0.012036,0.023375,0.04373
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,TULP2,0.015351,0.070046,0.15795
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,WDR64,0.0,0.016292,0.061051
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,XAGE1A,0.0,0.0,0.02139
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,XAGE1B,0.0,0.0,0.054023
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,YBX2,3.751389,7.868228,13.361005
OV,Ovarian Serous Cystadenocarcinoma [OV] (n=426),426,ZC3H11B,0.03,0.076908,0.134508
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,ADAM29,0.0,0.02194,0.065044
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,AKNAD1,0.071529,0.161193,0.275737
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,ANKRD7,0.095752,0.170184,0.385912
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,C12orf42,0.005847,0.07431,0.210602
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,C1orf94,0.011765,0.034386,0.082196
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,CAGE1,0.0,0.011527,0.024073
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,CGB8,0.493553,2.213791,10.065069
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,COX7B2,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,CTCFL,0.0,0.0,0.012314
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,DPEP3,0.025161,0.076628,0.139052
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,EGFL6,1.048569,1.903592,3.226562
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,FATE1,0.059994,0.139305,0.26449
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,HORMAD1,0.072415,0.153573,0.282943
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,LIN28B,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,LRRC36,1.272426,2.24506,3.527772
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,MAGEA1,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,MAGEA12,0.0,0.0,0.026079
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,MAGEA2,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,MAGEA3,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,MAGEA4,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,MAGEA6,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,MAGEA9B,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,MAGEC1,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,MAGEC2,0.0,0.0,0.0
