Symbol,reference_tpm
MTND1P7,0.0
MTND1P9,0.0
MTND2P11,0.0
MTND2P12,0.0
MTND2P14,0.0
MTND2P15,0.0
MTND2P16,0.0
MTND2P17,0.0
MTND2P18,0.0
MTND2P19,0.0
MTND2P2,0.0
MTND2P20,0.0
MTND2P21,0.0
MTND2P22,0.0
MTND2P23,0.0
MTND2P24,0.0
MTND2P25,0.0
MTND2P26,0.0
MTND2P28,170.295
MTND2P29,0.0
MTND2P3,0.0
MTND2P30,0.0
MTND2P31,0.0
MTND2P32,0.0
MTND2P33,0.0
MTND2P4,0.0
MTND2P5,0.0
MTND2P6,0.0
MTND2P7,0.0
MTND2P8,0.0
MTND2P9,0.0
MTND3P1,0.0
MTND3P10,0.0
MTND3P2,0.0
MTND3P3,0.0
MTND3P4,0.0
MTND3P5,0.0
MTND3P6,0.0
MTND3P7,0.0
MTND3P8,0.0
MTND3P9,0.0
MTND4LP1,0.0
MTND4P1,0.0
MTND4P10,0.0
MTND4P11,0.0
MTND4P12,1.75
MTND4P13,0.0
MTND4P14,0.0
MTND4P15,0.0201
MTND4P16,0.0
MTND4P17,0.0
MTND4P18,0.0
MTND4P19,0.0
MTND4P2,0.0
MTND4P20,0.0
MTND4P21,0.0
MTND4P22,0.0
MTND4P23,0.0201
MTND4P24,0.0
MTND4P25,0.0
MTND4P26,0.0301
MTND4P27,0.0
MTND4P28,0.0
MTND4P29,0.0
MTND4P3,0.0
MTND4P30,0.0
MTND4P31,0.0
MTND4P32,0.0
MTND4P4,0.0
MTND4P5,0.0
MTND4P6,0.0
MTND4P7,0.0
MTND4P8,0.0
MTND4P9,0.0201
MTND5P1,0.0401
MTND5P10,0.0
MTND5P11,0.1401
MTND5P12,0.0
MTND5P13,0.0
MTND5P14,0.0
MTND5P15,0.0
MTND5P16,0.0
MTND5P17,0.0
MTND5P18,0.0
MTND5P19,0.0
MTND5P2,0.0
MTND5P20,0.0
MTND5P21,0.0
MTND5P22,0.0
MTND5P23,0.0
MTND5P24,0.0
MTND5P25,0.0
MTND5P26,0.0
MTND5P27,0.0
MTND5P28,0.0201
MTND5P29,0.0
MTND5P3,0.0
MTND5P30,0.0
MTND5P31,0.0
MTND5P4,0.0
MTND5P5,0.0
MTND5P6,0.0
MTND5P7,0.0
MTND5P8,0.0
MTND5P9,0.0
MTND6P1,0.0
MTND6P10,0.0
MTND6P11,0.0
MTND6P12,0.0
MTND6P13,0.0
MTND6P14,0.0
MTND6P15,0.0
MTND6P16,0.0
MTND6P17,0.0
MTND6P18,0.0
MTND6P19,0.0
MTND6P2,0.0
MTND6P20,0.0
MTND6P21,0.0
MTND6P3,0.0
MTND6P4,0.2101
MTND6P5,0.0
MTND6P6,0.0
MTND6P7,0.0
MTND6P8,0.0
MTND6P9,0.0
MTRNR2L1,0.0
MTRNR2L10,0.0
MTRNR2L11,0.0
MTRNR2L12,0.6001
MTRNR2L13,0.0
MTRNR2L2,0.0
MTRNR2L3,0.0
MTRNR2L4,0.0201
MTRNR2L5,0.0
MTRNR2L6,0.0
MTRNR2L7,0.0
MTRNR2L8,0.1501
MTRNR2L9,0.0
RNA5-8SP2,0.0
RNA5-8SP3,0.0
RNA5-8SP4,0.0
RNA5-8SP5,0.0
RNA5-8SP6,0.0
RNA5-8SP7,0.0
RNA5S1,0.0
RNA5S10,0.0
RNA5S11,0.0
RNA5S12,0.0
RNA5S13,0.0
RNA5S14,0.0
RNA5S15,0.0
RNA5S16,0.0
RNA5S17,0.0
RNA5S2,0.0
RNA5S3,0.0
RNA5S4,0.0
RNA5S5,0.0
RNA5S6,0.0
RNA5S7,0.0
RNA5S8,0.0
RNA5S9,0.0
RNA5SP100,0.0
RNA5SP101,0.0
RNA5SP102,0.0
RNA5SP103,0.0
RNA5SP104,0.0
RNA5SP105,0.0
RNA5SP106,0.0
RNA5SP107,0.0
RNA5SP108,0.0
RNA5SP109,0.0
RNA5SP110,0.0
RNA5SP111,0.0
RNA5SP112,0.0
RNA5SP113,0.0
RNA5SP114,0.0
RNA5SP115,0.0
RNA5SP116,0.0
RNA5SP117,0.0
RNA5SP118,0.0
RNA5SP119,0.0
RNA5SP120,0.0
RNA5SP121,0.0
RNA5SP122,0.0
RNA5SP123,0.0
RNA5SP124,0.0
RNA5SP125,0.0
RNA5SP126,0.0
RNA5SP127,0.0
RNA5SP128,0.0
RNA5SP129,0.0
RNA5SP130,0.0
RNA5SP131,0.0
RNA5SP132,0.0
RNA5SP133,0.0
RNA5SP134,0.0
RNA5SP135,0.0
RNA5SP136,0.0
RNA5SP137,0.0
RNA5SP138,0.0
RNA5SP139,0.0
RNA5SP140,0.0
RNA5SP141,0.0
RNA5SP142,0.0
RNA5SP143,0.0
RNA5SP144,0.0
RNA5SP145,0.0
RNA5SP146,0.0
RNA5SP147,0.0
RNA5SP148,0.0
RNA5SP149,0.0
RNA5SP150,0.0
RNA5SP151,0.0
RNA5SP152,0.0
RNA5SP153,0.0
RNA5SP154,0.0
RNA5SP155,0.0
RNA5SP156,0.0
RNA5SP157,0.0
RNA5SP158,0.0
RNA5SP159,0.0
RNA5SP160,0.0
RNA5SP161,0.0
RNA5SP162,0.0
RNA5SP163,0.0
RNA5SP164,0.0
RNA5SP165,0.0
RNA5SP166,0.0
RNA5SP167,0.0
RNA5SP168,0.0
RNA5SP169,0.0
RNA5SP170,0.0
RNA5SP171,0.0
RNA5SP172,0.0
RNA5SP173,0.0
RNA5SP174,0.0
RNA5SP175,0.0
RNA5SP176,0.0
RNA5SP177,0.0
RNA5SP178,0.0
RNA5SP179,0.0
RNA5SP18,0.0
RNA5SP180,0.0
RNA5SP181,0.0
RNA5SP182,0.0
RNA5SP183,0.0
RNA5SP184,0.0
RNA5SP185,0.0
RNA5SP186,0.0
RNA5SP187,0.0
RNA5SP188,0.0
RNA5SP189,0.0
RNA5SP19,0.0
RNA5SP190,0.0
RNA5SP191,0.0
RNA5SP192,0.0
RNA5SP193,0.0
RNA5SP194,0.0
RNA5SP195,0.0
RNA5SP197,0.0
RNA5SP198,0.0
RNA5SP199,0.0
RNA5SP20,0.0
RNA5SP200,0.0
RNA5SP201,0.0
RNA5SP202,0.0
RNA5SP203,0.0
RNA5SP204,0.0
RNA5SP205,0.0
RNA5SP206,0.0
RNA5SP207,0.0
RNA5SP208,0.0
RNA5SP209,0.0
RNA5SP21,0.0
RNA5SP210,0.0
RNA5SP211,0.0
RNA5SP212,0.0
RNA5SP213,0.0
RNA5SP214,0.0
RNA5SP215,0.0
RNA5SP216,0.0
RNA5SP217,0.0
RNA5SP218,0.0
RNA5SP219,0.0
RNA5SP22,0.0
RNA5SP220,0.0
RNA5SP221,0.0
RNA5SP222,0.0
RNA5SP223,0.0
RNA5SP224,0.0
RNA5SP225,0.0
RNA5SP226,0.0
RNA5SP227,0.0
RNA5SP228,0.0
RNA5SP229,0.0
RNA5SP23,0.0
RNA5SP230,0.0
RNA5SP231,0.0
RNA5SP232,0.0
RNA5SP233,0.0
RNA5SP234,0.0
RNA5SP235,0.0
RNA5SP236,0.0
RNA5SP237,0.0
RNA5SP238,0.0
RNA5SP239,0.0
RNA5SP24,0.0
RNA5SP240,0.0
RNA5SP241,0.0
RNA5SP242,0.0
RNA5SP243,0.0
RNA5SP244,0.0
RNA5SP245,0.0
RNA5SP246,0.0
RNA5SP247,0.0
RNA5SP248,0.0
RNA5SP249,0.0
RNA5SP25,0.0
RNA5SP250,0.0
RNA5SP251,0.0
RNA5SP252,0.0
RNA5SP253,0.0
RNA5SP254,0.0
RNA5SP255,0.0
RNA5SP256,0.0
RNA5SP257,0.0
RNA5SP258,0.0
RNA5SP259,0.0
RNA5SP26,0.0
RNA5SP260,0.0
RNA5SP261,0.0
RNA5SP262,0.0
RNA5SP263,0.0
RNA5SP264,0.0
RNA5SP265,0.0
RNA5SP266,0.0
RNA5SP267,0.0
RNA5SP268,0.0
RNA5SP269,0.0
RNA5SP27,0.0
RNA5SP270,0.0
RNA5SP271,0.0
RNA5SP272,0.0
RNA5SP273,0.0
RNA5SP274,0.0
RNA5SP275,0.0
RNA5SP276,0.0
RNA5SP277,0.0
RNA5SP278,0.0
RNA5SP279,0.0
RNA5SP28,0.0
RNA5SP280,0.0
RNA5SP281,0.0
RNA5SP282,0.0
RNA5SP283,0.0
RNA5SP284,0.0
RNA5SP285,0.0
RNA5SP286,0.0
RNA5SP287,0.0
RNA5SP288,0.0
RNA5SP289,0.0
RNA5SP29,0.0
RNA5SP290,0.0
RNA5SP291,0.0
RNA5SP292,0.0
RNA5SP293,0.0
RNA5SP294,0.0
RNA5SP295,0.0
RNA5SP296,0.0
RNA5SP297,0.0
RNA5SP298,0.0
RNA5SP299,0.0
RNA5SP30,0.0
RNA5SP300,0.0
RNA5SP301,0.0
RNA5SP302,0.0
RNA5SP303,0.0
RNA5SP304,0.0
RNA5SP305,0.0
RNA5SP306,0.0
RNA5SP307,0.0
RNA5SP308,0.0
RNA5SP309,0.0
RNA5SP31,0.0
RNA5SP310,0.0
RNA5SP311,0.0
RNA5SP312,0.0
RNA5SP315,0.0
RNA5SP317,0.0
RNA5SP318,0.0
RNA5SP319,0.0
RNA5SP32,0.0
RNA5SP320,0.0
RNA5SP321,0.0
RNA5SP322,0.0
RNA5SP323,0.0
RNA5SP324,0.0
RNA5SP325,0.0
RNA5SP326,0.0
RNA5SP327,0.0
RNA5SP328,0.0
RNA5SP329,0.0
RNA5SP33,0.0
RNA5SP330,0.0
RNA5SP331,0.0
RNA5SP332,0.0
RNA5SP333,0.0
RNA5SP334,0.0
RNA5SP335,0.0
RNA5SP336,0.0
RNA5SP337,0.0
RNA5SP338,0.0
RNA5SP339,0.0
RNA5SP34,0.0
RNA5SP340,0.0
RNA5SP341,0.0
RNA5SP342,0.0
RNA5SP343,0.0
RNA5SP344,0.0
RNA5SP345,0.0
RNA5SP346,0.0
RNA5SP347,0.0
RNA5SP349,0.0
RNA5SP35,0.0
RNA5SP350,0.0
RNA5SP351,0.0
RNA5SP352,0.0
RNA5SP353,0.0
RNA5SP354,0.0
RNA5SP355,0.0
RNA5SP356,0.0
RNA5SP357,0.0
RNA5SP358,0.0
RNA5SP359,0.0
RNA5SP36,0.0
RNA5SP360,0.0
RNA5SP361,0.0
RNA5SP362,0.0
RNA5SP363,0.0
RNA5SP364,0.0
RNA5SP365,0.0
RNA5SP366,0.0
RNA5SP367,0.0
RNA5SP368,0.0
RNA5SP369,0.0
RNA5SP37,0.0
RNA5SP370,0.0
RNA5SP371,0.0
RNA5SP372,0.0
RNA5SP373,0.0
RNA5SP374,0.0
RNA5SP375,0.0
RNA5SP376,0.0
RNA5SP377,0.0
RNA5SP378,0.0
RNA5SP379,0.0
RNA5SP38,0.0
RNA5SP380,0.0
RNA5SP382,0.0
RNA5SP383,0.0
RNA5SP384,0.0
RNA5SP385,0.0
RNA5SP386,0.0
RNA5SP387,0.0
RNA5SP388,0.0
RNA5SP389,0.0
RNA5SP39,0.0
RNA5SP390,0.0
RNA5SP391,0.0
RNA5SP392,0.0
RNA5SP393,0.0
RNA5SP394,0.0
RNA5SP395,0.0
RNA5SP396,0.0
RNA5SP397,0.0
RNA5SP398,0.0
RNA5SP399,0.0
RNA5SP40,0.0
RNA5SP400,0.0
RNA5SP401,0.0
RNA5SP402,0.0
RNA5SP403,0.0
RNA5SP404,0.0
RNA5SP405,0.0
RNA5SP406,0.0
RNA5SP407,0.0
RNA5SP408,0.0
RNA5SP409,0.0
RNA5SP41,0.0
RNA5SP410,0.0
RNA5SP411,0.0
RNA5SP412,0.0
RNA5SP413,0.0
RNA5SP414,0.0
RNA5SP415,0.0
RNA5SP416,0.0
RNA5SP417,0.0
RNA5SP418,0.0
RNA5SP419,0.0
RNA5SP42,0.0
RNA5SP420,0.0
RNA5SP421,0.0
RNA5SP422,0.0
RNA5SP423,0.0
RNA5SP424,0.0
RNA5SP425,0.0
RNA5SP426,0.0
RNA5SP427,0.0
RNA5SP428,0.0
RNA5SP429,0.0
RNA5SP43,0.0
RNA5SP430,0.0
RNA5SP431,0.0
RNA5SP432,0.0
RNA5SP433,0.0
RNA5SP434,0.0
RNA5SP435,0.0
RNA5SP436,0.0
RNA5SP437,0.0
RNA5SP438,0.0
RNA5SP439,0.0
RNA5SP44,0.0
RNA5SP440,0.0
RNA5SP441,0.0
RNA5SP442,0.0
RNA5SP443,0.0
RNA5SP444,0.0
RNA5SP445,0.0
RNA5SP446,0.0
RNA5SP447,0.0
RNA5SP448,0.0
RNA5SP449,0.0
RNA5SP45,0.0
RNA5SP450,0.0
RNA5SP451,0.0
RNA5SP452,0.0
RNA5SP453,0.0
RNA5SP454,0.0
RNA5SP455,0.0
RNA5SP456,0.0
RNA5SP457,0.0
RNA5SP458,0.0
RNA5SP459,0.0
RNA5SP46,0.0
RNA5SP460,0.0
RNA5SP461,0.0
RNA5SP462,0.0
RNA5SP463,0.0
RNA5SP464,0.0
RNA5SP465,0.0
RNA5SP466,0.0
RNA5SP467,0.0
RNA5SP468,0.0
RNA5SP469,0.0
RNA5SP47,0.0
RNA5SP470,0.0
RNA5SP471,0.0
RNA5SP472,0.0
RNA5SP473,0.0
RNA5SP474,0.0
RNA5SP475,0.0
RNA5SP476,0.0
RNA5SP477,0.0
RNA5SP478,0.0
RNA5SP479,0.0
RNA5SP48,0.0
RNA5SP480,0.0
RNA5SP481,0.0
RNA5SP482,0.0
RNA5SP483,0.0
RNA5SP484,0.0
RNA5SP485,0.0
RNA5SP486,0.0
RNA5SP487,0.0
RNA5SP488,0.0
RNA5SP489,0.0
RNA5SP49,0.0
RNA5SP490,0.0
RNA5SP491,0.0
RNA5SP492,0.0
RNA5SP493,0.0
RNA5SP494,0.0
RNA5SP495,0.0
RNA5SP496,0.0
RNA5SP497,0.0
RNA5SP498,0.0
RNA5SP499,0.0
RNA5SP50,0.0
RNA5SP500,0.0
RNA5SP501,0.0
RNA5SP502,0.0
RNA5SP503,0.0
RNA5SP504,0.0
RNA5SP505,0.0
RNA5SP506,0.0
RNA5SP507,0.0
RNA5SP508,0.0
RNA5SP509,0.0
RNA5SP51,0.0
RNA5SP510,0.0
RNA5SP511,0.0
RNA5SP512,0.0
RNA5SP513,0.0
RNA5SP514,0.0
RNA5SP515,0.0
RNA5SP516,0.0
RNA5SP517,0.0
RNA5SP518,0.0
RNA5SP519,0.0
RNA5SP52,0.0
RNA5SP520,0.0
RNA5SP521,0.0
RNA5SP522,0.0
RNA5SP523,0.0
RNA5SP53,0.0
RNA5SP54,0.0
RNA5SP55,0.0
RNA5SP56,0.0
RNA5SP57,0.0
RNA5SP59,0.0
RNA5SP60,0.0
RNA5SP61,0.0
RNA5SP62,0.0
RNA5SP63,0.0
RNA5SP64,0.0
RNA5SP65,0.0
RNA5SP66,0.0
RNA5SP67,0.0
RNA5SP68,0.0
RNA5SP69,0.0
RNA5SP70,0.0
RNA5SP71,0.0
RNA5SP72,0.0
RNA5SP73,0.0
RNA5SP74,0.0
RNA5SP75,0.0
RNA5SP76,0.0
RNA5SP77,0.0
RNA5SP78,0.0
RNA5SP79,0.0
RNA5SP80,0.0
RNA5SP81,0.0
RNA5SP82,0.0
RNA5SP84,0.0
RNA5SP85,0.0
RNA5SP86,0.0
RNA5SP87,0.0
RNA5SP88,0.0
RNA5SP89,0.0
RNA5SP90,0.0
RNA5SP91,0.0
RNA5SP92,0.0
RNA5SP93,0.0
RNA5SP94,0.0
RNA5SP95,0.0
RNA5SP96,0.0
RNA5SP97,0.0
RNA5SP98,0.0
RNA5SP99,0.0
RPL10,3283.2274
RPL10A,1241.04
RPL10AP1,0.0301
RPL10AP2,0.3201
RPL10AP3,0.0
RPL10AP5,0.0
RPL10AP6,2.3901
RPL10P1,0.0
RPL10P14,0.0
RPL10P15,0.4101
RPL10P3,0.5701
RPL11,1803.3943
RPL11P5,0.0
RPL12,1732.5719
RPL12P1,0.1801
RPL12P11,0.0
RPL12P15,0.0
RPL12P18,0.0
RPL12P2,0.0
RPL12P23,0.0
RPL12P24,0.0
RPL12P29,0.0
RPL12P3,0.0
RPL12P33,0.0
RPL12P34,0.0
RPL12P37,0.0
RPL12P38,0.1701
RPL12P39,0.0
RPL12P4,2.4401
RPL12P41,0.0
RPL12P43,0.0
RPL12P44,0.0
RPL12P8,0.0801
RPL12P9,0.0
RPL13,2810.0882
RPL13A,2609.394
RPL13AP,0.0
RPL13AP17,0.0
RPL13AP2,0.0
RPL13AP20,1.3001
RPL13AP23,0.0
RPL13AP25,0.7601
RPL13AP3,0.1001
RPL13AP5,119.0719
RPL13AP6,0.1501
RPL13AP7,0.7501
RPL13P,0.0
RPL13P12,12.5699
RPL13P2,0.0
RPL13P4,0.0
RPL13P6,0.0
RPL14,933.1719
RPL14P1,14.4601
RPL14P3,0.1901
RPL14P5,0.0
RPL15,1362.84
RPL15P1,0.0
RPL15P18,0.0601
RPL15P2,0.0601
RPL15P20,0.0
RPL15P21,0.0
RPL15P3,12.3
RPL15P4,0.0
RPL17,1561.9139
RPL17P1,0.0
RPL17P11,0.0
RPL17P12,0.0
RPL17P17,0.0
RPL17P19,0.0
RPL17P2,0.0
RPL17P20,0.0
RPL17P22,0.0601
RPL17P25,0.0
RPL17P26,0.0
RPL17P3,0.0
RPL17P33,0.0
RPL17P35,0.0
RPL17P37,0.0
RPL17P40,0.0
RPL17P41,0.0
RPL17P43,0.0
RPL17P44,0.0
RPL17P45,0.0
RPL17P46,0.0
RPL17P49,0.0
RPL17P50,0.5501
RPL17P51,0.0
RPL18,1825.2773
RPL18A,1827.1748
RPL18AP14,0.0
RPL18AP15,0.0
RPL18AP16,0.0
RPL18AP17,0.0
RPL18AP2,0.0
RPL18AP3,64.1412
RPL18AP7,0.1501
RPL18AP8,0.0
RPL18P10,0.0801
RPL18P11,0.0
RPL18P13,0.0
RPL19,2088.8579
RPL19P1,0.0
RPL19P11,0.0
RPL19P13,0.0
RPL19P14,0.0
RPL19P18,0.0
RPL19P20,0.0
RPL19P21,0.0
RPL21,859.4077
RPL21P1,0.0
RPL21P10,0.0501
RPL21P103,0.0
RPL21P104,0.0
RPL21P106,0.0
RPL21P107,0.0
RPL21P108,0.0
RPL21P109,0.0
RPL21P11,0.2301
RPL21P110,0.0
RPL21P111,0.0
RPL21P112,0.0
RPL21P116,0.0
RPL21P119,0.58
RPL21P12,0.0
RPL21P120,0.1801
RPL21P121,0.0
RPL21P122,0.0
RPL21P123,0.0
RPL21P126,0.0
RPL21P127,0.0
RPL21P129,0.0
RPL21P13,0.0
RPL21P131,0.0
RPL21P132,0.0
RPL21P133,0.0
RPL21P134,0.0901
RPL21P135,0.0401
RPL21P136,0.0
RPL21P17,0.0
RPL21P18,0.0
RPL21P2,0.0
RPL21P23,0.0
RPL21P24,0.0
RPL21P28,0.5801
RPL21P3,0.0701
RPL21P32,0.0
RPL21P33,0.0
RPL21P38,0.0
RPL21P39,0.0801
RPL21P4,0.025
RPL21P40,0.0
RPL21P41,0.0
RPL21P42,0.0
RPL21P43,0.0
RPL21P44,0.1
RPL21P47,0.0
RPL21P5,0.0
RPL21P50,0.0
RPL21P54,0.0
RPL21P6,0.0
RPL21P65,0.0
RPL21P66,0.0
RPL21P67,0.0
RPL21P7,0.0
RPL21P71,0.0
RPL21P75,0.5701
RPL21P8,0.0
RPL21P9,0.0
RPL22,456.8248
RPL22P11,0.0
RPL22P18,0.0
RPL22P19,0.0
RPL22P22,0.0
RPL22P5,0.0
RPL23,1560.1822
RPL23A,1136.6711
RPL23AP1,1.2101
RPL23AP10,0.0
RPL23AP11,0.0
RPL23AP12,0.0
RPL23AP14,0.0
RPL23AP15,0.0
RPL23AP16,0.0
RPL23AP17,0.0
RPL23AP18,0.2101
RPL23AP19,0.0
RPL23AP2,1.67
RPL23AP20,0.0
RPL23AP21,0.0401
RPL23AP22,0.0
RPL23AP23,0.0
RPL23AP24,0.1601
RPL23AP25,0.2401
RPL23AP26,0.0
RPL23AP27,0.0
RPL23AP28,0.0
RPL23AP29,0.0
RPL23AP3,0.0
RPL23AP30,0.0
RPL23AP31,0.0
RPL23AP32,0.0401
RPL23AP33,0.0
RPL23AP34,0.0201
RPL23AP35,0.0
RPL23AP36,0.0
RPL23AP37,0.0
RPL23AP38,0.0
RPL23AP39,0.0
RPL23AP4,0.0
RPL23AP40,0.0
RPL23AP41,0.0
RPL23AP42,1226.8974
RPL23AP43,0.0701
RPL23AP44,0.0
RPL23AP45,0.0
RPL23AP46,0.0
RPL23AP47,0.0
RPL23AP48,0.0
RPL23AP49,0.93
RPL23AP50,0.0
RPL23AP51,0.0
RPL23AP52,0.0
RPL23AP53,2.5102
RPL23AP54,0.0
RPL23AP55,0.0
RPL23AP56,0.0
RPL23AP57,0.0
RPL23AP58,0.0
RPL23AP59,0.0
RPL23AP6,0.0
RPL23AP60,0.0
RPL23AP61,0.02
RPL23AP62,0.0
RPL23AP63,0.1001
RPL23AP64,0.2801
RPL23AP65,2.46
RPL23AP66,0.0
RPL23AP67,0.0726
RPL23AP68,0.0
RPL23AP69,0.0
RPL23AP7,6.54
RPL23AP70,0.0
RPL23AP71,0.0
RPL23AP72,0.0
RPL23AP73,0.0
RPL23AP74,0.4201
RPL23AP75,0.0
RPL23AP76,0.0
RPL23AP77,0.0
RPL23AP78,0.0
RPL23AP8,0.0
RPL23AP80,0.0
RPL23AP81,0.1901
RPL23AP82,18.4204
RPL23AP83,0.0
RPL23AP84,0.0
RPL23AP85,0.0
RPL23AP86,0.0
RPL23AP87,0.1201
RPL23AP88,0.0
RPL23AP89,0.0
RPL23AP90,0.0
RPL23AP91,0.0
RPL23AP92,0.0
RPL23AP93,0.0
RPL23AP94,0.0
RPL23AP95,0.0
RPL23AP96,0.0
RPL23AP97,0.2601
RPL23P10,0.0
RPL23P11,0.0
RPL23P2,0.6401
RPL23P4,0.0
RPL24,1358.5941
RPL24P2,2.7001
RPL24P4,12.9
RPL24P7,0.0
RPL24P8,1.2301
RPL26,1995.0361
RPL26P19,2.9202
RPL26P20,0.0
RPL26P3,0.0
RPL26P30,0.4201
RPL26P31,0.0
RPL26P34,0.0
RPL26P35,0.0
RPL26P37,0.0
RPL26P9,0.0
RPL27,1876.9821
RPL27A,2380.584
RPL27AP,0.0
RPL27AP5,0.0
RPL27AP8,0.0
RPL27P12,0.0
RPL28,1951.8133
RPL29,1452.83
RPL29P11,1.4701
RPL29P12,0.1801
RPL29P14,0.2301
RPL29P19,0.2301
RPL29P2,0.0
RPL29P22,0.0
RPL29P23,0.0
RPL29P24,0.09
RPL29P25,0.0
RPL29P28,0.0
RPL29P29,0.0
RPL29P3,0.0
RPL29P30,0.0
RPL29P32,0.0
RPL29P33,0.1301
RPL29P7,0.0
RPL3,2028.0805
RPL30,2256.0752
RPL30P1,0.0
RPL30P10,0.0
RPL30P11,0.0
RPL30P12,0.0
RPL30P13,0.0
RPL30P14,0.0
RPL30P15,0.0
RPL30P16,0.0
RPL30P2,0.0
RPL30P3,0.0
RPL30P4,0.0
RPL30P5,0.0
RPL30P6,0.0
RPL30P7,0.0
RPL30P9,0.0
RPL31,2345.2069
RPL31P1,0.0
RPL31P11,0.0
RPL31P12,0.0
RPL31P13,0.0
RPL31P15,0.0
RPL31P2,0.0
RPL31P20,0.0
RPL31P28,0.0
RPL31P3,0.0
RPL31P33,0.0
RPL31P35,0.0
RPL31P40,0.0
RPL31P41,0.0
RPL31P47,0.0
RPL31P49,0.1301
RPL31P50,0.0
RPL31P52,0.1901
RPL31P53,0.0
RPL31P54,0.0
RPL31P56,0.0
RPL31P57,0.0
RPL31P58,0.0
RPL31P59,0.0
RPL31P60,0.0
RPL31P61,0.0
RPL31P63,0.1201
RPL31P7,0.0
RPL31P9,0.0
RPL32,1973.7176
RPL32P1,0.1001
RPL32P14,0.0
RPL32P26,0.0
RPL32P28,0.0
RPL32P29,14.1096
RPL32P3,4.71
RPL32P31,0.0
RPL32P33,0.0
RPL32P34,0.0
RPL32P35,0.0
RPL32P9,0.0
RPL34,1663.607
RPL34P1,0.0
RPL34P17,0.0
RPL34P18,0.59
RPL34P21,0.0
RPL34P22,0.0
RPL34P23,0.0
RPL34P26,0.0
RPL34P27,0.0
RPL34P29,0.0
RPL34P3,0.0
RPL34P31,0.0
RPL34P33,0.0
RPL34P34,0.18
RPL34P6,0.0
RPL35,1783.8759
RPL35A,1415.8952
RPL35AP,0.0
RPL35AP12,0.0
RPL35AP15,0.0
RPL35AP18,0.0
RPL35AP19,0.0
RPL35AP21,0.0
RPL35AP22,0.0
RPL35AP25,0.0
RPL35AP26,0.0
RPL35AP3,0.0
RPL35AP30,0.0
RPL35AP31,0.0
RPL35AP32,0.0
RPL35AP33,0.0
RPL35AP35,0.0
RPL35AP4,0.0
RPL35P1,1.8301
RPL35P2,0.6601
RPL35P3,0.0
RPL35P4,0.0
RPL35P5,6.7599
RPL35P6,0.0
RPL35P8,0.0
RPL35P9,0.0
RPL36,1097.8756
RPL36A,1579.7697
RPL36AP10,0.0
RPL36AP13,0.0
RPL36AP15,0.0
RPL36AP21,0.0
RPL36AP26,0.0
RPL36AP29,0.0
RPL36AP33,0.0
RPL36AP35,0.0
RPL36AP39,0.0
RPL36AP40,0.0
RPL36AP41,0.0
RPL36AP43,0.3301
RPL36AP45,0.0
RPL36AP48,0.0
RPL36AP51,0.0
RPL36AP53,0.0
RPL36AP55,0.0
RPL36AP6,0.0
RPL36P1,0.0
RPL36P16,0.0
RPL36P18,0.0
RPL36P19,0.0
RPL36P2,0.0
RPL36P20,0.0
RPL36P4,0.0
RPL37,2066.55
RPL37A,3216.9986
RPL37AP1,0.01
RPL37AP8,0.0
RPL37P1,0.0
RPL37P10,0.0
RPL37P15,0.0
RPL37P2,0.6701
RPL37P21,0.0
RPL37P23,0.1801
