Symbol,Ensembl_Gene_ID
RNA5SP139,ENSG00000201210
RNA5SP140,ENSG00000201394
RNA5SP141,ENSG00000201413
RNA5SP142,ENSG00000201325
RNA5SP143,ENSG00000252745
RNA5SP144,ENSG00000222778
RNA5SP145,ENSG00000199994
RNA5SP146,ENSG00000222675
RNA5SP147,ENSG00000252302
RNA5SP148,ENSG00000252336
RNA5SP149,ENSG00000201822
RNA5SP150,ENSG00000199839
RNA5SP151,ENSG00000202502
RNA5SP152,ENSG00000202054
RNA5SP153,ENSG00000252307
RNA5SP154,ENSG00000252002
RNA5SP155,ENSG00000223086
RNA5SP156,ENSG00000222182
RNA5SP157,ENSG00000251816
RNA5SP158,ENSG00000222230
RNA5SP159,ENSG00000252970
RNA5SP160,ENSG00000201736
RNA5SP161,ENSG00000200741
RNA5SP162,ENSG00000251823
RNA5SP163,ENSG00000222236
RNA5SP164,ENSG00000252342
RNA5SP165,ENSG00000252951
RNA5SP166,ENSG00000201846
RNA5SP167,ENSG00000202331
RNA5SP168,ENSG00000252451
RNA5SP169,ENSG00000253077
RNA5SP170,ENSG00000252959
RNA5SP171,ENSG00000212373
RNA5SP172,ENSG00000201931
RNA5SP173,ENSG00000201727
RNA5SP174,ENSG00000199572
RNA5SP175,ENSG00000201145
RNA5SP176,ENSG00000212258
RNA5SP177,ENSG00000222054
RNA5SP178,ENSG00000222312
RNA5SP179,ENSG00000253093
RNA5SP18,ENSG00000212237
RNA5SP180,ENSG00000251990
RNA5SP181,ENSG00000222178
RNA5SP182,ENSG00000251873
RNA5SP183,ENSG00000199322
RNA5SP184,ENSG00000223003
RNA5SP185,ENSG00000212265
RNA5SP186,ENSG00000252833
RNA5SP187,ENSG00000207129
RNA5SP188,ENSG00000199786
RNA5SP189,ENSG00000201790
RNA5SP19,ENSG00000202056
RNA5SP190,ENSG00000202092
RNA5SP191,ENSG00000199455
RNA5SP192,ENSG00000201274
RNA5SP193,ENSG00000222285
RNA5SP194,ENSG00000201532
RNA5SP195,ENSG00000199545
RNA5SP196,ENSG00000252793
RNA5SP196,ENSG00000280646
RNA5SP197,ENSG00000200227
RNA5SP198,ENSG00000222308
RNA5SP199,ENSG00000200275
RNA5SP20,ENSG00000251785
RNA5SP200,ENSG00000252169
RNA5SP201,ENSG00000222248
RNA5SP202,ENSG00000201185
RNA5SP203,ENSG00000222383
RNA5SP204,ENSG00000201415
RNA5SP205,ENSG00000201523
RNA5SP206,ENSG00000252512
RNA5SP207,ENSG00000212176
RNA5SP208,ENSG00000251965
RNA5SP209,ENSG00000223169
RNA5SP21,ENSG00000222849
RNA5SP210,ENSG00000212336
RNA5SP211,ENSG00000202386
RNA5SP212,ENSG00000212525
RNA5SP213,ENSG00000212333
RNA5SP214,ENSG00000200248
RNA5SP215,ENSG00000200310
RNA5SP216,ENSG00000251920
RNA5SP217,ENSG00000251768
RNA5SP218,ENSG00000200058
RNA5SP219,ENSG00000212242
RNA5SP22,ENSG00000202263
RNA5SP220,ENSG00000252107
RNA5SP221,ENSG00000223203
RNA5SP222,ENSG00000222971
RNA5SP223,ENSG00000202044
RNA5SP224,ENSG00000201939
RNA5SP225,ENSG00000222806
RNA5SP226,ENSG00000199523
RNA5SP227,ENSG00000251993
RNA5SP228,ENSG00000252041
RNA5SP229,ENSG00000222741
RNA5SP23,ENSG00000212308
RNA5SP230,ENSG00000252848
RNA5SP231,ENSG00000222428
RNA5SP232,ENSG00000201014
RNA5SP233,ENSG00000238391
RNA5SP234,ENSG00000200786
RNA5SP235,ENSG00000202281
RNA5SP236,ENSG00000251978
RNA5SP237,ENSG00000222346
RNA5SP238,ENSG00000202334
RNA5SP239,ENSG00000222150
RNA5SP24,ENSG00000252287
RNA5SP240,ENSG00000202225
RNA5SP241,ENSG00000212628
RNA5SP242,ENSG00000201041
RNA5SP243,ENSG00000252866
RNA5SP244,ENSG00000212238
RNA5SP245,ENSG00000201109
RNA5SP246,ENSG00000239021
RNA5SP247,ENSG00000223113
RNA5SP248,ENSG00000202472
RNA5SP249,ENSG00000251936
RNA5SP25,ENSG00000222747
RNA5SP250,ENSG00000199404
RNA5SP251,ENSG00000222546
RNA5SP252,ENSG00000212433
RNA5SP253,ENSG00000252029
RNA5SP254,ENSG00000252535
RNA5SP255,ENSG00000252179
RNA5SP256,ENSG00000212280
RNA5SP257,ENSG00000274467
RNA5SP258,ENSG00000199620
RNA5SP259,ENSG00000202411
RNA5SP26,ENSG00000199276
RNA5SP260,ENSG00000200719
RNA5SP261,ENSG00000222468
RNA5SP262,ENSG00000252261
RNA5SP263,ENSG00000200246
RNA5SP264,ENSG00000199985
RNA5SP265,ENSG00000222955
RNA5SP266,ENSG00000222205
RNA5SP267,ENSG00000201763
RNA5SP268,ENSG00000252637
RNA5SP269,ENSG00000239184
RNA5SP27,ENSG00000200709
RNA5SP270,ENSG00000223293
RNA5SP271,ENSG00000252509
RNA5SP272,ENSG00000251904
RNA5SP273,ENSG00000199354
RNA5SP274,ENSG00000222416
RNA5SP275,ENSG00000200806
RNA5SP276,ENSG00000199450
RNA5SP277,ENSG00000202356
RNA5SP278,ENSG00000252864
RNA5SP279,ENSG00000202383
RNA5SP28,ENSG00000200711
RNA5SP280,ENSG00000223162
RNA5SP281,ENSG00000252313
RNA5SP282,ENSG00000252164
RNA5SP283,ENSG00000202474
RNA5SP284,ENSG00000207277
RNA5SP285,ENSG00000252428
RNA5SP286,ENSG00000212454
RNA5SP287,ENSG00000252167
RNA5SP288,ENSG00000251884
RNA5SP289,ENSG00000199202
RNA5SP29,ENSG00000222920
RNA5SP290,ENSG00000252942
RNA5SP291,ENSG00000253031
RNA5SP292,ENSG00000212276
RNA5SP293,ENSG00000222459
RNA5SP294,ENSG00000223238
RNA5SP295,ENSG00000199525
RNA5SP296,ENSG00000222455
RNA5SP297,ENSG00000212331
RNA5SP298,ENSG00000201861
RNA5SP299,ENSG00000212505
RNA5SP30,ENSG00000202422
RNA5SP300,ENSG00000212499
RNA5SP301,ENSG00000199407
RNA5SP302,ENSG00000201766
RNA5SP303,ENSG00000252001
RNA5SP304,ENSG00000223131
RNA5SP305,ENSG00000199535
RNA5SP306,ENSG00000223019
RNA5SP307,ENSG00000199733
RNA5SP308,ENSG00000199402
RNA5SP309,ENSG00000252479
RNA5SP31,ENSG00000223076
RNA5SP310,ENSG00000239152
RNA5SP311,ENSG00000238405
RNA5SP312,ENSG00000252877
RNA5SP315,ENSG00000252149
RNA5SP317,ENSG00000222108
RNA5SP318,ENSG00000252161
RNA5SP319,ENSG00000199638
RNA5SP32,ENSG00000200037
RNA5SP320,ENSG00000252072
RNA5SP321,ENSG00000199592
RNA5SP322,ENSG00000200487
RNA5SP323,ENSG00000212396
RNA5SP324,ENSG00000202047
RNA5SP325,ENSG00000200626
RNA5SP326,ENSG00000200079
RNA5SP327,ENSG00000199364
RNA5SP328,ENSG00000222740
RNA5SP329,ENSG00000202147
RNA5SP33,ENSG00000252496
RNA5SP330,ENSG00000252905
RNA5SP331,ENSG00000201856
RNA5SP332,ENSG00000212365
RNA5SP333,ENSG00000200336
RNA5SP334,ENSG00000201695
RNA5SP335,ENSG00000200687
RNA5SP336,ENSG00000201059
RNA5SP337,ENSG00000252816
RNA5SP338,ENSG00000222427
RNA5SP339,ENSG00000212289
RNA5SP34,ENSG00000252696
RNA5SP340,ENSG00000252941
RNA5SP341,ENSG00000252070
RNA5SP342,ENSG00000252902
RNA5SP343,ENSG00000200649
RNA5SP343,ENSG00000284736
RNA5SP344,ENSG00000223013
RNA5SP345,ENSG00000222578
RNA5SP346,ENSG00000200411
RNA5SP347,ENSG00000199315
RNA5SP349,ENSG00000200613
RNA5SP35,ENSG00000212559
RNA5SP350,ENSG00000200168
RNA5SP351,ENSG00000238965
RNA5SP352,ENSG00000200278
RNA5SP353,ENSG00000201476
RNA5SP354,ENSG00000212549
RNA5SP355,ENSG00000202187
RNA5SP356,ENSG00000251781
RNA5SP357,ENSG00000272435
RNA5SP358,ENSG00000199843
RNA5SP359,ENSG00000201708
RNA5SP36,ENSG00000222129
RNA5SP360,ENSG00000252364
RNA5SP361,ENSG00000199556
RNA5SP362,ENSG00000251857
RNA5SP363,ENSG00000201942
RNA5SP364,ENSG00000252747
RNA5SP365,ENSG00000252207
RNA5SP366,ENSG00000202324
RNA5SP367,ENSG00000252366
RNA5SP368,ENSG00000201168
RNA5SP369,ENSG00000223046
RNA5SP37,ENSG00000202290
RNA5SP370,ENSG00000199415
RNA5SP371,ENSG00000222302
RNA5SP372,ENSG00000212138
RNA5SP373,ENSG00000253080
RNA5SP374,ENSG00000199809
RNA5SP375,ENSG00000199845
RNA5SP376,ENSG00000212251
RNA5SP377,ENSG00000212154
RNA5SP378,ENSG00000200516
RNA5SP379,ENSG00000201469
RNA5SP38,ENSG00000222682
RNA5SP380,ENSG00000252999
RNA5SP382,ENSG00000200225
RNA5SP383,ENSG00000199804
RNA5SP384,ENSG00000252424
RNA5SP385,ENSG00000251756
RNA5SP386,ENSG00000272253
RNA5SP387,ENSG00000201096
RNA5SP388,ENSG00000199454
RNA5SP389,ENSG00000199480
RNA5SP39,ENSG00000223177
RNA5SP390,ENSG00000222123
RNA5SP391,ENSG00000200326
RNA5SP392,ENSG00000252714
RNA5SP393,ENSG00000200293
RNA5SP394,ENSG00000201086
RNA5SP395,ENSG00000252376
RNA5SP396,ENSG00000201704
RNA5SP397,ENSG00000212625
RNA5SP398,ENSG00000252972
RNA5SP399,ENSG00000200873
RNA5SP40,ENSG00000252956
RNA5SP400,ENSG00000252964
RNA5SP401,ENSG00000251729
RNA5SP402,ENSG00000252957
RNA5SP403,ENSG00000200468
RNA5SP404,ENSG00000252927
RNA5SP405,ENSG00000199929
RNA5SP406,ENSG00000251915
RNA5SP407,ENSG00000222207
RNA5SP408,ENSG00000251924
RNA5SP409,ENSG00000252624
RNA5SP41,ENSG00000222952
RNA5SP410,ENSG00000252094
RNA5SP411,ENSG00000276599
RNA5SP412,ENSG00000277004
RNA5SP413,ENSG00000252182
RNA5SP414,ENSG00000274228
RNA5SP415,ENSG00000253055
RNA5SP416,ENSG00000252647
RNA5SP417,ENSG00000252268
RNA5SP418,ENSG00000251760
RNA5SP419,ENSG00000251717
RNA5SP42,ENSG00000201148
RNA5SP420,ENSG00000252806
RNA5SP421,ENSG00000252673
RNA5SP422,ENSG00000252587
RNA5SP423,ENSG00000252936
RNA5SP424,ENSG00000212290
RNA5SP425,ENSG00000222268
RNA5SP426,ENSG00000199771
RNA5SP427,ENSG00000202193
RNA5SP428,ENSG00000201999
RNA5SP429,ENSG00000200558
RNA5SP43,ENSG00000252368
RNA5SP430,ENSG00000199299
RNA5SP431,ENSG00000222244
RNA5SP432,ENSG00000199350
RNA5SP433,ENSG00000201361
RNA5SP434,ENSG00000252456
RNA5SP435,ENSG00000200914
RNA5SP436,ENSG00000251829
RNA5SP437,ENSG00000253058
RNA5SP438,ENSG00000252370
RNA5SP439,ENSG00000274164
RNA5SP44,ENSG00000222378
RNA5SP440,ENSG00000276036
RNA5SP441,ENSG00000252618
RNA5SP442,ENSG00000201920
RNA5SP443,ENSG00000199953
RNA5SP443,ENSG00000275780
RNA5SP444,ENSG00000252653
RNA5SP445,ENSG00000251698
RNA5SP446,ENSG00000251764
RNA5SP447,ENSG00000200619
RNA5SP448,ENSG00000200021
RNA5SP449,ENSG00000252680
RNA5SP45,ENSG00000252563
RNA5SP450,ENSG00000223138
RNA5SP451,ENSG00000222520
RNA5SP452,ENSG00000199874
RNA5SP453,ENSG00000199373
RNA5SP454,ENSG00000253040
RNA5SP455,ENSG00000202060
RNA5SP456,ENSG00000200872
RNA5SP457,ENSG00000200527
RNA5SP458,ENSG00000251997
RNA5SP458,ENSG00000262132
RNA5SP459,ENSG00000252437
RNA5SP46,ENSG00000199240
RNA5SP460,ENSG00000252598
RNA5SP461,ENSG00000252260
RNA5SP462,ENSG00000252539
RNA5SP463,ENSG00000199900
RNA5SP464,ENSG00000252060
RNA5SP465,ENSG00000212497
RNA5SP466,ENSG00000252546
RNA5SP467,ENSG00000212576
RNA5SP468,ENSG00000252591
RNA5SP469,ENSG00000201035
RNA5SP47,ENSG00000253039
RNA5SP470,ENSG00000252272
RNA5SP471,ENSG00000252780
RNA5SP472,ENSG00000200738
RNA5SP473,ENSG00000252211
RNA5SP474,ENSG00000212536
RNA5SP475,ENSG00000222500
RNA5SP476,ENSG00000252422
RNA5SP477,ENSG00000199509
RNA5SP478,ENSG00000201527
RNA5SP479,ENSG00000201728
RNA5SP48,ENSG00000200839
RNA5SP480,ENSG00000252649
RNA5SP481,ENSG00000252623
RNA5SP482,ENSG00000212571
RNA5SP483,ENSG00000200301
RNA5SP484,ENSG00000238908
RNA5SP485,ENSG00000201923
RNA5SP486,ENSG00000251770
RNA5SP487,ENSG00000222118
RNA5SP488,ENSG00000201812
RNA5SP489,ENSG00000238627
RNA5SP49,ENSG00000252259
RNA5SP490,ENSG00000252950
RNA5SP491,ENSG00000199806
RNA5SP492,ENSG00000223262
RNA5SP493,ENSG00000200985
RNA5SP494,ENSG00000222585
RNA5SP495,ENSG00000252267
RNA5SP496,ENSG00000212542
RNA5SP497,ENSG00000251890
RNA5SP498,ENSG00000223274
RNA5SP498,ENSG00000292356
RNA5SP499,ENSG00000200852
RNA5SP50,ENSG00000200601
RNA5SP500,ENSG00000201356
RNA5SP501,ENSG00000222922
RNA5SP502,ENSG00000199564
RNA5SP503,ENSG00000252856
RNA5SP504,ENSG00000222608
RNA5SP505,ENSG00000201618
RNA5SP506,ENSG00000272351
RNA5SP507,ENSG00000200473
RNA5SP508,ENSG00000223259
RNA5SP509,ENSG00000201447
RNA5SP51,ENSG00000201620
RNA5SP510,ENSG00000201567
RNA5SP511,ENSG00000222419
RNA5SP512,ENSG00000201420
RNA5SP513,ENSG00000201518
RNA5SP514,ENSG00000200587
RNA5SP515,ENSG00000201440
RNA5SP516,ENSG00000201000
RNA5SP517,ENSG00000201594
RNA5SP518,ENSG00000251766
RNA5SP519,ENSG00000252289
RNA5SP52,ENSG00000199318
RNA5SP520,ENSG00000252315
RNA5SP521,ENSG00000252012
RNA5SP522,ENSG00000251953
RNA5SP523,ENSG00000252667
RNA5SP524,ENSG00000201285
RNA5SP525,ENSG00000212595
RNA5SP526,ENSG00000274663
RNA5SP527,ENSG00000274759
RNA5SP528,ENSG00000275305
RNA5SP529,ENSG00000276442
RNA5SP53,ENSG00000212601
RNA5SP530,ENSG00000277049
RNA5SP531,ENSG00000277418
RNA5SP532,ENSG00000283433
RNA5SP533,ENSG00000252830
RNA5SP534,ENSG00000274059
RNA5SP535,ENSG00000274097
RNA5SP536,ENSG00000274408
RNA5SP54,ENSG00000252760
RNA5SP55,ENSG00000252510
RNA5SP56,ENSG00000222209
RNA5SP57,ENSG00000238765
RNA5SP59,ENSG00000222854
RNA5SP60,ENSG00000222552
RNA5SP61,ENSG00000252262
RNA5SP62,ENSG00000200327
RNA5SP63,ENSG00000212527
RNA5SP64,ENSG00000207341
RNA5SP65,ENSG00000200036
RNA5SP66,ENSG00000252987
RNA5SP67,ENSG00000252231
RNA5SP68,ENSG00000200755
RNA5SP69,ENSG00000201347
RNA5SP70,ENSG00000252977
RNA5SP71,ENSG00000199837
RNA5SP72,ENSG00000201312
RNA5SP73,ENSG00000252553
RNA5SP74,ENSG00000200408
RNA5SP75,ENSG00000252650
RNA5SP76,ENSG00000252086
RNA5SP77,ENSG00000202264
RNA5SP78,ENSG00000201492
RNA5SP79,ENSG00000202063
RNA5SP80,ENSG00000222407
RNA5SP81,ENSG00000222120
RNA5SP82,ENSG00000252516
RNA5SP84,ENSG00000201610
RNA5SP85,ENSG00000202248
RNA5SP86,ENSG00000212171
RNA5SP87,ENSG00000206882
RNA5SP88,ENSG00000202430
RNA5SP89,ENSG00000222232
RNA5SP90,ENSG00000201671
RNA5SP91,ENSG00000212204
RNA5SP92,ENSG00000252246
RNA5SP93,ENSG00000199395
RNA5SP94,ENSG00000252726
RNA5SP95,ENSG00000222251
RNA5SP96,ENSG00000251850
RNA5SP97,ENSG00000201876
RNA5SP98,ENSG00000200028
RNA5SP99,ENSG00000200890
