Ensembl_Gene_ID,Symbol,category
ENSG00000242060,RPS3AP49,ribosomal_protein
ENSG00000178429,RPS3AP5,ribosomal_protein
ENSG00000243864,RPS3AP50,ribosomal_protein
ENSG00000225971,RPS3AP51,ribosomal_protein
ENSG00000230405,RPS3AP52,ribosomal_protein
ENSG00000227578,RPS3AP53,ribosomal_protein
ENSG00000229057,RPS3AP54,ribosomal_protein
ENSG00000234797,RPS3AP6,ribosomal_protein
ENSG00000229965,RPS3AP7,ribosomal_protein
ENSG00000233562,RPS3AP8,ribosomal_protein
ENSG00000231022,RPS3AP9,ribosomal_protein
ENSG00000230935,RPS3P1,ribosomal_protein
ENSG00000231307,RPS3P2,ribosomal_protein
ENSG00000228205,RPS3P3,ribosomal_protein
ENSG00000220472,RPS3P4,ribosomal_protein
ENSG00000213363,RPS3P6,ribosomal_protein
ENSG00000243101,RPS3P7,ribosomal_protein
ENSG00000198034,RPS4X,ribosomal_protein
ENSG00000214203,RPS4XP1,ribosomal_protein
ENSG00000244217,RPS4XP10,ribosomal_protein
ENSG00000234335,RPS4XP11,ribosomal_protein
ENSG00000244400,RPS4XP12,ribosomal_protein
ENSG00000240371,RPS4XP13,ribosomal_protein
ENSG00000243663,RPS4XP14,ribosomal_protein
ENSG00000240721,RPS4XP15,ribosomal_protein
ENSG00000224892,RPS4XP16,ribosomal_protein
ENSG00000244097,RPS4XP17,ribosomal_protein
ENSG00000284153,RPS4XP17,ribosomal_protein
ENSG00000239490,RPS4XP18,ribosomal_protein
ENSG00000282839,RPS4XP18,ribosomal_protein
ENSG00000242058,RPS4XP19,ribosomal_protein
ENSG00000226948,RPS4XP2,ribosomal_protein
ENSG00000249987,RPS4XP20,ribosomal_protein
ENSG00000186008,RPS4XP21,ribosomal_protein
ENSG00000239830,RPS4XP22,ribosomal_protein
ENSG00000239253,RPS4XP23,ribosomal_protein
ENSG00000214541,RPS4XP3,ribosomal_protein
ENSG00000215520,RPS4XP4,ribosomal_protein
ENSG00000229920,RPS4XP5,ribosomal_protein
ENSG00000244073,RPS4XP6,ribosomal_protein
ENSG00000218265,RPS4XP7,ribosomal_protein
ENSG00000219146,RPS4XP8,ribosomal_protein
ENSG00000217404,RPS4XP9,ribosomal_protein
ENSG00000083845,RPS5,ribosomal_protein
ENSG00000224598,RPS5P2,ribosomal_protein
ENSG00000215088,RPS5P3,ribosomal_protein
ENSG00000262148,RPS5P3,ribosomal_protein
ENSG00000225381,RPS5P7,ribosomal_protein
ENSG00000237730,RPS5P8,ribosomal_protein
ENSG00000137154,RPS6,ribosomal_protein
ENSG00000233309,RPS6P12,ribosomal_protein
ENSG00000225482,RPS6P14,ribosomal_protein
ENSG00000230809,RPS6P15,ribosomal_protein
ENSG00000243250,RPS6P16,ribosomal_protein
ENSG00000231541,RPS6P2,ribosomal_protein
ENSG00000226356,RPS6P20,ribosomal_protein
ENSG00000243499,RPS6P21,ribosomal_protein
ENSG00000244390,RPS6P22,ribosomal_protein
ENSG00000262159,RPS6P22,ribosomal_protein
ENSG00000230871,RPS6P23,ribosomal_protein
ENSG00000240616,RPS6P25,ribosomal_protein
ENSG00000213269,RPS6P26,ribosomal_protein
ENSG00000237549,RPS6P3,ribosomal_protein
ENSG00000244571,RPS6P4,ribosomal_protein
ENSG00000219253,RPS6P7,ribosomal_protein
ENSG00000224221,RPS6P8,ribosomal_protein
ENSG00000171863,RPS7,ribosomal_protein
ENSG00000263266,RPS7P1,ribosomal_protein
ENSG00000226525,RPS7P10,ribosomal_protein
ENSG00000213326,RPS7P11,ribosomal_protein
ENSG00000282052,RPS7P11,ribosomal_protein
ENSG00000237432,RPS7P12,ribosomal_protein
ENSG00000235425,RPS7P13,ribosomal_protein
ENSG00000213695,RPS7P14,ribosomal_protein
ENSG00000237170,RPS7P15,ribosomal_protein
ENSG00000231837,RPS7P2,ribosomal_protein
ENSG00000231940,RPS7P3,ribosomal_protein
ENSG00000229133,RPS7P4,ribosomal_protein
ENSG00000217327,RPS7P5,ribosomal_protein
ENSG00000215278,RPS7P6,ribosomal_protein
ENSG00000240167,RPS7P7,ribosomal_protein
ENSG00000213183,RPS7P8,ribosomal_protein
ENSG00000233353,RPS7P9,ribosomal_protein
ENSG00000142937,RPS8,ribosomal_protein
ENSG00000223877,RPS8P10,ribosomal_protein
ENSG00000215457,RPS8P3,ribosomal_protein
ENSG00000227437,RPS8P4,ribosomal_protein
ENSG00000237186,RPS8P5,ribosomal_protein
ENSG00000231660,RPS8P6,ribosomal_protein
ENSG00000170889,RPS9,ribosomal_protein
ENSG00000274005,RPS9,ribosomal_protein
ENSG00000274626,RPS9,ribosomal_protein
ENSG00000274646,RPS9,ribosomal_protein
ENSG00000274950,RPS9,ribosomal_protein
ENSG00000275323,RPS9,ribosomal_protein
ENSG00000277079,RPS9,ribosomal_protein
ENSG00000277359,RPS9,ribosomal_protein
ENSG00000278081,RPS9,ribosomal_protein
ENSG00000278270,RPS9,ribosomal_protein
ENSG00000214889,RPS9P1,ribosomal_protein
ENSG00000232346,Z74021.1,ribosomal_protein
ENSG00000226233,Z82188.1,ribosomal_protein
ENSG00000230203,Z99714.1,ribosomal_protein
ENSG00000225840,AC010970.1,technical
ENSG00000231961,AL035461.1,technical
ENSG00000278217,AP000769.5,technical
ENSG00000251562,MALAT1,technical
ENSG00000198899,MT-ATP6,technical
ENSG00000228253,MT-ATP8,technical
ENSG00000198804,MT-CO1,technical
ENSG00000198712,MT-CO2,technical
ENSG00000198938,MT-CO3,technical
ENSG00000198727,MT-CYB,technical
ENSG00000198888,MT-ND1,technical
ENSG00000198763,MT-ND2,technical
ENSG00000198840,MT-ND3,technical
ENSG00000198886,MT-ND4,technical
ENSG00000212907,MT-ND4L,technical
ENSG00000198786,MT-ND5,technical
ENSG00000198695,MT-ND6,technical
ENSG00000211459,MT-RNR1,technical
ENSG00000210082,MT-RNR2,technical
ENSG00000210127,MT-TA,technical
ENSG00000210140,MT-TC,technical
ENSG00000210154,MT-TD,technical
ENSG00000210194,MT-TE,technical
ENSG00000210049,MT-TF,technical
ENSG00000210164,MT-TG,technical
ENSG00000210176,MT-TH,technical
ENSG00000210100,MT-TI,technical
ENSG00000210156,MT-TK,technical
ENSG00000209082,MT-TL1,technical
ENSG00000210191,MT-TL2,technical
ENSG00000210112,MT-TM,technical
ENSG00000210135,MT-TN,technical
ENSG00000210196,MT-TP,technical
ENSG00000210107,MT-TQ,technical
ENSG00000210174,MT-TR,technical
ENSG00000210151,MT-TS1,technical
ENSG00000210184,MT-TS2,technical
ENSG00000210195,MT-TT,technical
ENSG00000210077,MT-TV,technical
ENSG00000210117,MT-TW,technical
ENSG00000210144,MT-TY,technical
ENSG00000248527,MTATP6P1,technical
ENSG00000283626,MTATP6P10,technical
ENSG00000228097,MTATP6P11,technical
ENSG00000229842,MTATP6P13,technical
ENSG00000233449,MTATP6P14,technical
ENSG00000254931,MTATP6P15,technical
ENSG00000224299,MTATP6P16,technical
ENSG00000235433,MTATP6P17,technical
ENSG00000227035,MTATP6P18,technical
ENSG00000228316,MTATP6P19,technical
ENSG00000270307,MTATP6P2,technical
ENSG00000237948,MTATP6P20,technical
ENSG00000226392,MTATP6P21,technical
ENSG00000249580,MTATP6P22,technical
ENSG00000230755,MTATP6P23,technical
ENSG00000262381,MTATP6P24,technical
ENSG00000262095,MTATP6P25,technical
ENSG00000236878,MTATP6P26,technical
ENSG00000234003,MTATP6P27,technical
ENSG00000232179,MTATP6P29,technical
ENSG00000263483,MTATP6P3,technical
ENSG00000226998,MTATP6P30,technical
ENSG00000218776,MTATP6P31,technical
ENSG00000236590,MTATP6P4,technical
ENSG00000284167,MTATP6P5,technical
ENSG00000232990,MTATP6P7,technical
ENSG00000283547,MTATP6P8,technical
ENSG00000248420,MTATP6P9,technical
ENSG00000240409,MTATP8P1,technical
ENSG00000229604,MTATP8P2,technical
ENSG00000280243,MTCO1P1,technical
ENSG00000236692,MTCO1P10,technical
ENSG00000224083,MTCO1P11,technical
ENSG00000237973,MTCO1P12,technical
ENSG00000232551,MTCO1P14,technical
ENSG00000255350,MTCO1P15,technical
ENSG00000223619,MTCO1P17,technical
ENSG00000237910,MTCO1P18,technical
ENSG00000237300,MTCO1P19,technical
ENSG00000259045,MTCO1P2,technical
ENSG00000233764,MTCO1P20,technical
ENSG00000226960,MTCO1P21,technical
ENSG00000271207,MTCO1P22,technical
ENSG00000235524,MTCO1P23,technical
ENSG00000249448,MTCO1P24,technical
ENSG00000229031,MTCO1P25,technical
ENSG00000232579,MTCO1P27,technical
ENSG00000262118,MTCO1P28,technical
ENSG00000240452,MTCO1P29,technical
ENSG00000228930,MTCO1P3,technical
ENSG00000248729,MTCO1P30,technical
ENSG00000251476,MTCO1P31,technical
ENSG00000250630,MTCO1P35,technical
ENSG00000283174,MTCO1P38,technical
ENSG00000224254,MTCO1P39,technical
ENSG00000253556,MTCO1P4,technical
ENSG00000262902,MTCO1P40,technical
ENSG00000230327,MTCO1P42,technical
ENSG00000228898,MTCO1P43,technical
ENSG00000227149,MTCO1P44,technical
ENSG00000232982,MTCO1P45,technical
ENSG00000236007,MTCO1P46,technical
ENSG00000254241,MTCO1P47,technical
ENSG00000237055,MTCO1P48,technical
ENSG00000253916,MTCO1P49,technical
ENSG00000233026,MTCO1P5,technical
ENSG00000232981,MTCO1P51,technical
ENSG00000229760,MTCO1P52,technical
ENSG00000230916,MTCO1P53,technical
ENSG00000233311,MTCO1P54,technical
ENSG00000241926,MTCO1P55,technical
ENSG00000220340,MTCO1P56,technical
ENSG00000232975,MTCO1P57,technical
ENSG00000234594,MTCO1P58,technical
ENSG00000240309,MTCO1P6,technical
ENSG00000236211,MTCO1P7,technical
ENSG00000234700,MTCO1P8,technical
ENSG00000251223,MTCO1P9,technical
ENSG00000229690,MTCO2P1,technical
ENSG00000284291,MTCO2P10,technical
ENSG00000235917,MTCO2P11,technical
ENSG00000229344,MTCO2P12,technical
ENSG00000255417,MTCO2P15,technical
ENSG00000234842,MTCO2P16,technical
ENSG00000233888,MTCO2P17,technical
ENSG00000234480,MTCO2P18,technical
ENSG00000237628,MTCO2P19,technical
ENSG00000267541,MTCO2P2,technical
ENSG00000231576,MTCO2P20,technical
ENSG00000236689,MTCO2P21,technical
ENSG00000270225,MTCO2P22,technical
ENSG00000235803,MTCO2P23,technical
ENSG00000249990,MTCO2P24,technical
ENSG00000230654,MTCO2P25,technical
ENSG00000230321,MTCO2P27,technical
ENSG00000243257,MTCO2P29,technical
ENSG00000230009,MTCO2P3,technical
ENSG00000250808,MTCO2P30,technical
ENSG00000217160,MTCO2P31,technical
ENSG00000248951,MTCO2P32,technical
ENSG00000281511,MTCO2P32,technical
ENSG00000217083,MTCO2P33,technical
ENSG00000232198,MTCO2P34,technical
ENSG00000253977,MTCO2P4,technical
ENSG00000231766,MTCO2P5,technical
ENSG00000240951,MTCO2P6,technical
ENSG00000230496,MTCO2P7,technical
ENSG00000234234,MTCO2P8,technical
ENSG00000249386,MTCO2P9,technical
ENSG00000235040,MTCO3P1,technical
ENSG00000228025,MTCO3P1,technical
ENSG00000228845,MTCO3P1,technical
ENSG00000229710,MTCO3P1,technical
ENSG00000233317,MTCO3P1,technical
ENSG00000236629,MTCO3P1,technical
ENSG00000237145,MTCO3P1,technical
ENSG00000231537,MTCO3P10,technical
ENSG00000237711,MTCO3P11,technical
ENSG00000198744,MTCO3P12,technical
ENSG00000264316,MTCO3P13,technical
ENSG00000254895,MTCO3P15,technical
ENSG00000227736,MTCO3P16,technical
ENSG00000237542,MTCO3P17,technical
ENSG00000227661,MTCO3P18,technical
ENSG00000224471,MTCO3P19,technical
ENSG00000232102,MTCO3P2,technical
ENSG00000225557,MTCO3P20,technical
ENSG00000232752,MTCO3P21,technical
ENSG00000270388,MTCO3P22,technical
ENSG00000259651,MTCO3P23,technical
ENSG00000262158,MTCO3P24,technical
ENSG00000251430,MTCO3P27,technical
ENSG00000248328,MTCO3P28,technical
ENSG00000228069,MTCO3P29,technical
ENSG00000229080,MTCO3P30,technical
ENSG00000217044,MTCO3P31,technical
ENSG00000242836,MTCO3P35,technical
ENSG00000242456,MTCO3P38,technical
ENSG00000268736,MTCO3P39,technical
ENSG00000228851,MTCO3P4,technical
ENSG00000228046,MTCO3P40,technical
ENSG00000237466,MTCO3P41,technical
ENSG00000268391,MTCO3P42,technical
ENSG00000227788,MTCO3P43,technical
ENSG00000248654,MTCO3P44,technical
ENSG00000232128,MTCO3P45,technical
ENSG00000235761,MTCO3P46,technical
ENSG00000282999,MTCO3P46,technical
ENSG00000239568,MTCO3P47,technical
ENSG00000225476,MTCO3P5,technical
ENSG00000249997,MTCO3P7,technical
ENSG00000233385,MTCO3P8,technical
ENSG00000249698,MTCO3P9,technical
ENSG00000234179,MTCYBP1,technical
ENSG00000233285,MTCYBP10,technical
ENSG00000224288,MTCYBP11,technical
ENSG00000226313,MTCYBP12,technical
ENSG00000266529,MTCYBP13,technical
ENSG00000238236,MTCYBP14,technical
ENSG00000282918,MTCYBP14,technical
ENSG00000232154,MTCYBP15,technical
ENSG00000251385,MTCYBP16,technical
ENSG00000249247,MTCYBP17,technical
ENSG00000244921,MTCYBP18,technical
ENSG00000253504,MTCYBP19,technical
ENSG00000217179,MTCYBP2,technical
ENSG00000254118,MTCYBP20,technical
ENSG00000224747,MTCYBP21,technical
ENSG00000270232,MTCYBP22,technical
ENSG00000259671,MTCYBP23,technical
ENSG00000236232,MTCYBP24,technical
ENSG00000259012,MTCYBP27,technical
ENSG00000260161,MTCYBP28,technical
ENSG00000224880,MTCYBP29,technical
ENSG00000232373,MTCYBP3,technical
ENSG00000226579,MTCYBP31,technical
ENSG00000229794,MTCYBP32,technical
ENSG00000263241,MTCYBP33,technical
ENSG00000237129,MTCYBP34,technical
ENSG00000251340,MTCYBP35,technical
ENSG00000216853,MTCYBP36,technical
ENSG00000248765,MTCYBP37,technical
ENSG00000226414,MTCYBP38,technical
ENSG00000226341,MTCYBP39,technical
ENSG00000220113,MTCYBP4,technical
ENSG00000248931,MTCYBP40,technical
ENSG00000254650,MTCYBP41,technical
ENSG00000228803,MTCYBP42,technical
ENSG00000250624,MTCYBP43,technical
ENSG00000248282,MTCYBP44,technical
ENSG00000224338,MTCYBP45,technical
ENSG00000234671,MTCYBP5,technical
ENSG00000230605,MTCYBP6,technical
ENSG00000227789,MTCYBP7,technical
ENSG00000233550,MTCYBP8,technical
ENSG00000229935,MTCYBP9,technical
ENSG00000226529,MTND1P1,technical
ENSG00000229088,MTND1P10,technical
ENSG00000228166,MTND1P11,technical
ENSG00000225433,MTND1P12,technical
ENSG00000227225,MTND1P14,technical
ENSG00000264168,MTND1P15,technical
ENSG00000239586,MTND1P16,technical
ENSG00000228122,MTND1P17,technical
ENSG00000225276,MTND1P18,technical
ENSG00000251449,MTND1P19,technical
ENSG00000235646,MTND1P2,technical
ENSG00000226794,MTND1P20,technical
ENSG00000235940,MTND1P21,technical
ENSG00000251407,MTND1P22,technical
ENSG00000225972,MTND1P23,technical
ENSG00000257858,MTND1P24,technical
ENSG00000234576,MTND1P26,technical
ENSG00000223921,MTND1P27,technical
ENSG00000230158,MTND1P28,technical
ENSG00000237722,MTND1P29,technical
ENSG00000239648,MTND1P3,technical
ENSG00000238047,MTND1P30,technical
ENSG00000235170,MTND1P31,technical
ENSG00000232282,MTND1P32,technical
ENSG00000235539,MTND1P33,technical
ENSG00000225514,MTND1P34,technical
ENSG00000255055,MTND1P35,technical
ENSG00000253245,MTND1P36,technical
ENSG00000283456,MTND1P37,technical
ENSG00000230764,MTND1P4,technical
ENSG00000253795,MTND1P5,technical
ENSG00000254346,MTND1P6,technical
ENSG00000282321,MTND1P7,technical
ENSG00000263177,MTND1P8,technical
ENSG00000228995,MTND1P9,technical
ENSG00000237124,MTND2P11,technical
ENSG00000228725,MTND2P12,technical
ENSG00000263914,MTND2P13,technical
ENSG00000240796,MTND2P14,technical
ENSG00000231152,MTND2P15,technical
ENSG00000230818,MTND2P16,technical
ENSG00000258239,MTND2P17,technical
ENSG00000234939,MTND2P18,technical
ENSG00000231567,MTND2P19,technical
ENSG00000229954,MTND2P2,technical
ENSG00000229701,MTND2P20,technical
ENSG00000230950,MTND2P21,technical
ENSG00000231954,MTND2P22,technical
ENSG00000232631,MTND2P23,technical
ENSG00000231947,MTND2P24,technical
ENSG00000228182,MTND2P25,technical
ENSG00000254565,MTND2P26,technical
ENSG00000225630,MTND2P28,technical
ENSG00000233595,MTND2P29,technical
ENSG00000234850,MTND2P3,technical
ENSG00000227937,MTND2P30,technical
ENSG00000251252,MTND2P31,technical
ENSG00000254090,MTND2P32,technical
ENSG00000248907,MTND2P33,technical
ENSG00000253828,MTND2P38,technical
ENSG00000230130,MTND2P39,technical
ENSG00000230252,MTND2P4,technical
ENSG00000236483,MTND2P40,technical
ENSG00000283131,MTND2P41,technical
ENSG00000224354,MTND2P5,technical
ENSG00000237309,MTND2P6,technical
ENSG00000253970,MTND2P7,technical
ENSG00000237257,MTND2P8,technical
ENSG00000225901,MTND2P9,technical
ENSG00000226118,MTND3P1,technical
ENSG00000233286,MTND3P10,technical
ENSG00000259626,MTND3P12,technical
ENSG00000263196,MTND3P13,technical
ENSG00000283940,MTND3P15,technical
ENSG00000224590,MTND3P16,technical
ENSG00000233134,MTND3P17,technical
ENSG00000283865,MTND3P18,technical
ENSG00000271480,MTND3P19,technical
ENSG00000230052,MTND3P2,technical
ENSG00000220733,MTND3P20,technical
ENSG00000235794,MTND3P21,technical
ENSG00000248946,MTND3P22,technical
ENSG00000238288,MTND3P23,technical
ENSG00000249045,MTND3P24,technical
ENSG00000249192,MTND3P25,technical
ENSG00000249127,MTND3P3,technical
ENSG00000230302,MTND3P4,technical
ENSG00000251353,MTND3P5,technical
ENSG00000242214,MTND3P6,technical
ENSG00000240824,MTND3P7,technical
ENSG00000232714,MTND3P8,technical
ENSG00000283116,MTND3P8,technical
ENSG00000227557,MTND3P9,technical
ENSG00000231501,MTND4LP1,technical
ENSG00000240084,MTND4LP10,technical
ENSG00000234163,MTND4LP11,technical
ENSG00000236300,MTND4LP12,technical
ENSG00000235318,MTND4LP13,technical
ENSG00000243104,MTND4LP14,technical
ENSG00000234731,MTND4LP16,technical
ENSG00000241221,MTND4LP17,technical
ENSG00000254747,MTND4LP18,technical
ENSG00000219087,MTND4LP19,technical
ENSG00000248315,MTND4LP2,technical
ENSG00000220514,MTND4LP20,technical
ENSG00000231582,MTND4LP21,technical
ENSG00000282857,MTND4LP21,technical
ENSG00000248133,MTND4LP22,technical
ENSG00000262259,MTND4LP24,technical
ENSG00000260067,MTND4LP25,technical
ENSG00000254015,MTND4LP26,technical
ENSG00000239632,MTND4LP3,technical
ENSG00000198868,MTND4LP30,technical
ENSG00000248259,MTND4LP31,technical
ENSG00000283481,MTND4LP32,technical
ENSG00000270350,MTND4LP5,technical
ENSG00000240791,MTND4LP7,technical
ENSG00000227795,MTND4LP9,technical
ENSG00000228597,MTND4P1,technical
ENSG00000226663,MTND4P10,technical
ENSG00000282824,MTND4P10,technical
ENSG00000234099,MTND4P11,technical
ENSG00000247627,MTND4P12,technical
ENSG00000216713,MTND4P13,technical
ENSG00000236254,MTND4P14,technical
ENSG00000227321,MTND4P15,technical
ENSG00000241787,MTND4P16,technical
ENSG00000242178,MTND4P17,technical
ENSG00000228694,MTND4P18,technical
ENSG00000230338,MTND4P19,technical
ENSG00000248704,MTND4P2,technical
ENSG00000233377,MTND4P20,technical
ENSG00000231777,MTND4P21,technical
ENSG00000232772,MTND4P22,technical
ENSG00000225796,MTND4P23,technical
ENSG00000232177,MTND4P24,technical
ENSG00000226700,MTND4P25,technical
ENSG00000234065,MTND4P26,technical
ENSG00000230548,MTND4P27,technical
ENSG00000233709,MTND4P28,technical
ENSG00000249177,MTND4P29,technical
ENSG00000225959,MTND4P3,technical
ENSG00000227454,MTND4P30,technical
ENSG00000235382,MTND4P31,technical
ENSG00000226056,MTND4P32,technical
ENSG00000258762,MTND4P33,technical
ENSG00000262322,MTND4P34,technical
ENSG00000270906,MTND4P35,technical
ENSG00000225295,MTND4P4,technical
ENSG00000227584,MTND4P5,technical
ENSG00000224042,MTND4P6,technical
ENSG00000253257,MTND4P7,technical
ENSG00000248548,MTND4P8,technical
ENSG00000250050,MTND4P9,technical
ENSG00000227999,MTND5P1,technical
ENSG00000271687,MTND5P10,technical
ENSG00000248923,MTND5P11,technical
ENSG00000251544,MTND5P12,technical
ENSG00000250169,MTND5P13,technical
ENSG00000230225,MTND5P14,technical
ENSG00000231888,MTND5P15,technical
ENSG00000243658,MTND5P16,technical
ENSG00000236626,MTND5P17,technical
ENSG00000227860,MTND5P18,technical
ENSG00000231199,MTND5P19,technical
ENSG00000283014,MTND5P19,technical
ENSG00000229622,MTND5P2,technical
ENSG00000238256,MTND5P20,technical
ENSG00000255123,MTND5P21,technical
ENSG00000238046,MTND5P22,technical
ENSG00000235080,MTND5P23,technical
ENSG00000224852,MTND5P24,technical
ENSG00000227348,MTND5P25,technical
ENSG00000234886,MTND5P26,technical
ENSG00000225045,MTND5P27,technical
ENSG00000223549,MTND5P28,technical
ENSG00000234934,MTND5P29,technical
ENSG00000232447,MTND5P3,technical
ENSG00000233039,MTND5P30,technical
ENSG00000227841,MTND5P31,technical
ENSG00000259379,MTND5P32,technical
ENSG00000261904,MTND5P33,technical
ENSG00000260147,MTND5P34,technical
ENSG00000258923,MTND5P35,technical
ENSG00000251212,MTND5P4,technical
ENSG00000259593,MTND5P40,technical
ENSG00000253685,MTND5P41,technical
ENSG00000283578,MTND5P42,technical
ENSG00000251149,MTND5P5,technical
ENSG00000228440,MTND5P6,technical
ENSG00000230531,MTND5P7,technical
ENSG00000230999,MTND5P8,technical
ENSG00000248748,MTND5P9,technical
ENSG00000223955,MTND6P1,technical
ENSG00000227275,MTND6P10,technical
ENSG00000226839,MTND6P11,technical
ENSG00000235039,MTND6P12,technical
ENSG00000234901,MTND6P13,technical
ENSG00000235638,MTND6P14,technical
ENSG00000283066,MTND6P14,technical
ENSG00000225723,MTND6P15,technical
ENSG00000249893,MTND6P16,technical
ENSG00000249770,MTND6P17,technical
ENSG00000227714,MTND6P18,technical
ENSG00000254384,MTND6P19,technical
ENSG00000250389,MTND6P2,technical
ENSG00000254156,MTND6P20,technical
ENSG00000223431,MTND6P21,technical
ENSG00000270230,MTND6P22,technical
ENSG00000232922,MTND6P24,technical
ENSG00000255316,MTND6P25,technical
ENSG00000283311,MTND6P29,technical
ENSG00000254132,MTND6P3,technical
ENSG00000227649,MTND6P32,technical
ENSG00000262107,MTND6P33,technical
ENSG00000283879,MTND6P35,technical
ENSG00000249119,MTND6P4,technical
ENSG00000227730,MTND6P5,technical
ENSG00000240034,MTND6P6,technical
ENSG00000224695,MTND6P7,technical
ENSG00000248136,MTND6P8,technical
ENSG00000233248,MTND6P9,technical
ENSG00000256618,MTRNR2L1,technical
ENSG00000256045,MTRNR2L10,technical
ENSG00000270188,MTRNR2L11,technical
ENSG00000269028,MTRNR2L12,technical
ENSG00000270394,MTRNR2L13,technical
ENSG00000271043,MTRNR2L2,technical
ENSG00000256222,MTRNR2L3,technical
ENSG00000232196,MTRNR2L4,technical
ENSG00000249860,MTRNR2L5,technical
ENSG00000270672,MTRNR2L6,technical
ENSG00000282017,MTRNR2L6,technical
ENSG00000256892,MTRNR2L7,technical
ENSG00000255823,MTRNR2L8,technical
ENSG00000255633,MTRNR2L9,technical
ENSG00000245532,NEAT1,technical
ENSG00000200434,RNA5-8SP2,technical
ENSG00000201966,RNA5-8SP4,technical
ENSG00000202174,RNA5-8SP5,technical
ENSG00000251705,RNA5-8SP6,technical
ENSG00000200313,RNA5-8SP7,technical
ENSG00000199352,RNA5S1,technical
ENSG00000199910,RNA5S10,technical
ENSG00000199334,RNA5S11,technical
ENSG00000199270,RNA5S12,technical
ENSG00000202526,RNA5S13,technical
ENSG00000201355,RNA5S14,technical
ENSG00000201925,RNA5S15,technical
ENSG00000202257,RNA5S16,technical
ENSG00000200370,RNA5S17,technical
ENSG00000201588,RNA5S2,technical
ENSG00000199337,RNA5S3,technical
ENSG00000200381,RNA5S4,technical
ENSG00000199396,RNA5S5,technical
ENSG00000200624,RNA5S6,technical
ENSG00000202521,RNA5S7,technical
ENSG00000200343,RNA5S8,technical
ENSG00000201321,RNA5S9,technical
ENSG00000222835,RNA5SP100,technical
ENSG00000252845,RNA5SP101,technical
ENSG00000252674,RNA5SP102,technical
ENSG00000238379,RNA5SP103,technical
ENSG00000222921,RNA5SP104,technical
ENSG00000212425,RNA5SP105,technical
ENSG00000253083,RNA5SP106,technical
ENSG00000223290,RNA5SP107,technical
ENSG00000271924,RNA5SP108,technical
ENSG00000212312,RNA5SP109,technical
ENSG00000199508,RNA5SP110,technical
ENSG00000223318,RNA5SP111,technical
ENSG00000251746,RNA5SP112,technical
ENSG00000222418,RNA5SP113,technical
ENSG00000200650,RNA5SP114,technical
ENSG00000223092,RNA5SP115,technical
ENSG00000251941,RNA5SP116,technical
ENSG00000202164,RNA5SP117,technical
ENSG00000222317,RNA5SP118,technical
ENSG00000199585,RNA5SP119,technical
ENSG00000222832,RNA5SP120,technical
ENSG00000252346,RNA5SP121,technical
ENSG00000207186,RNA5SP122,technical
ENSG00000200114,RNA5SP123,technical
ENSG00000199609,RNA5SP124,technical
ENSG00000201713,RNA5SP125,technical
ENSG00000201962,RNA5SP126,technical
ENSG00000222983,RNA5SP127,technical
ENSG00000202175,RNA5SP128,technical
ENSG00000222208,RNA5SP129,technical
ENSG00000201301,RNA5SP130,technical
ENSG00000202322,RNA5SP131,technical
ENSG00000201595,RNA5SP132,technical
ENSG00000200238,RNA5SP133,technical
ENSG00000252301,RNA5SP134,technical
ENSG00000252828,RNA5SP135,technical
ENSG00000222838,RNA5SP136,technical
ENSG00000280775,RNA5SP136,technical
ENSG00000252642,RNA5SP137,technical
ENSG00000201968,RNA5SP138,technical
ENSG00000201210,RNA5SP139,technical
ENSG00000201394,RNA5SP140,technical
ENSG00000201413,RNA5SP141,technical
ENSG00000201325,RNA5SP142,technical
ENSG00000252745,RNA5SP143,technical
ENSG00000222778,RNA5SP144,technical
ENSG00000199994,RNA5SP145,technical
ENSG00000222675,RNA5SP146,technical
ENSG00000252302,RNA5SP147,technical
ENSG00000252336,RNA5SP148,technical
ENSG00000201822,RNA5SP149,technical
ENSG00000199839,RNA5SP150,technical
ENSG00000202502,RNA5SP151,technical
ENSG00000202054,RNA5SP152,technical
ENSG00000252307,RNA5SP153,technical
ENSG00000252002,RNA5SP154,technical
ENSG00000223086,RNA5SP155,technical
ENSG00000222182,RNA5SP156,technical
ENSG00000251816,RNA5SP157,technical
ENSG00000222230,RNA5SP158,technical
ENSG00000252970,RNA5SP159,technical
ENSG00000201736,RNA5SP160,technical
ENSG00000200741,RNA5SP161,technical
ENSG00000251823,RNA5SP162,technical
ENSG00000222236,RNA5SP163,technical
ENSG00000252342,RNA5SP164,technical
ENSG00000252951,RNA5SP165,technical
ENSG00000201846,RNA5SP166,technical
ENSG00000202331,RNA5SP167,technical
ENSG00000252451,RNA5SP168,technical
ENSG00000253077,RNA5SP169,technical
ENSG00000252959,RNA5SP170,technical
ENSG00000212373,RNA5SP171,technical
ENSG00000201931,RNA5SP172,technical
ENSG00000201727,RNA5SP173,technical
ENSG00000199572,RNA5SP174,technical
ENSG00000283308,RNA5SP174,technical
ENSG00000283700,RNA5SP174,technical
ENSG00000201145,RNA5SP175,technical
ENSG00000283282,RNA5SP175,technical
ENSG00000283581,RNA5SP175,technical
ENSG00000212258,RNA5SP176,technical
ENSG00000222054,RNA5SP177,technical
ENSG00000222312,RNA5SP178,technical
ENSG00000253093,RNA5SP179,technical
ENSG00000212237,RNA5SP18,technical
