Symbol,Ensembl_Gene_ID
MIR22,ENSG00000275595
MIR22,ENSG00000283824
MIR221,ENSG00000207870
MIR222,ENSG00000207725
MIR222HG,ENSG00000270069
MIR223,ENSG00000207939
MIR223,ENSG00000274536
MIR223,ENSG00000284567
MIR223HG,ENSG00000274536
MIR224,ENSG00000207621
MIR224,ENSG00000284363
MIR2276,ENSG00000252695
MIR2277,ENSG00000251725
MIR2277,ENSG00000284336
MIR2278,ENSG00000252153
MIR22HG,ENSG00000186594
MIR22HG,ENSG00000282800
MIR2355,ENSG00000253008
MIR2392,ENSG00000266461
MIR23A,ENSG00000207980
MIR23AHG,ENSG00000267519
MIR23B,ENSG00000207563
MIR23C,ENSG00000264566
MIR24-1,ENSG00000284459
MIR24-2,ENSG00000267519
MIR24-2,ENSG00000276797
MIR24-2,ENSG00000284387
MIR2467,ENSG00000264292
MIR25,ENSG00000207547
MIR2681,ENSG00000265164
MIR2682,ENSG00000276280
MIR2682,ENSG00000284247
MIR26A1,ENSG00000199075
MIR26A2,ENSG00000207789
MIR26B,ENSG00000199121
MIR27A,ENSG00000207808
MIR27B,ENSG00000207864
MIR28,ENSG00000207651
MIR2861,ENSG00000284547
MIR2909,ENSG00000275471
MIR2909,ENSG00000276326
MIR296,ENSG00000268649
MIR296,ENSG00000276373
MIR296,ENSG00000284040
MIR297,ENSG00000215961
MIR298,ENSG00000216031
MIR299,ENSG00000207749
MIR29A,ENSG00000226380
MIR29A,ENSG00000277934
MIR29A,ENSG00000284032
MIR29B1,ENSG00000226380
MIR29B1,ENSG00000274250
MIR29B1,ENSG00000283797
MIR29B2,ENSG00000276752
MIR29B2,ENSG00000284203
MIR29B2CHG,ENSG00000203709
MIR29C,ENSG00000275668
MIR29C,ENSG00000284214
MIR300,ENSG00000215957
MIR301A,ENSG00000207996
MIR301B,ENSG00000212102
MIR302A,ENSG00000207927
MIR302B,ENSG00000249532
MIR302B,ENSG00000274389
MIR302B,ENSG00000284463
MIR302C,ENSG00000199102
MIR302CHG,ENSG00000249532
MIR302D,ENSG00000199145
MIR302E,ENSG00000221703
MIR302F,ENSG00000283218
MIR3064,ENSG00000265695
MIR3064,ENSG00000284564
MIR3065,ENSG00000211563
MIR3074,ENSG00000207617
MIR30A,ENSG00000207827
MIR30B,ENSG00000207582
MIR30C1,ENSG00000207962
MIR30C2,ENSG00000199094
MIR30D,ENSG00000199153
MIR30DHG,ENSG00000259820
MIR30E,ENSG00000198974
MIR31,ENSG00000199177
MIR3115,ENSG00000263793
MIR3116-1,ENSG00000263908
MIR3116-2,ENSG00000263908
MIR3116-2,ENSG00000283690
MIR3117,ENSG00000264720
MIR3118-1,ENSG00000266299
MIR3118-1,ENSG00000273977
MIR3118-1,ENSG00000278269
MIR3118-2,ENSG00000265322
MIR3118-2,ENSG00000265793
MIR3118-2,ENSG00000276560
MIR3118-2,ENSG00000277243
MIR3118-3,ENSG00000265793
MIR3118-3,ENSG00000276265
MIR3118-3,ENSG00000277093
MIR3118-3,ENSG00000277243
MIR3118-4,ENSG00000265322
MIR3118-4,ENSG00000265793
MIR3118-4,ENSG00000277243
MIR3119-1,ENSG00000263390
MIR3119-1,ENSG00000283340
MIR3119-2,ENSG00000263390
MIR3120,ENSG00000283152
MIR3121,ENSG00000265435
MIR3122,ENSG00000264358
MIR3123,ENSG00000265831
MIR3124,ENSG00000264500
MIR3125,ENSG00000264370
MIR3126,ENSG00000266649
MIR3127,ENSG00000264157
MIR3128,ENSG00000265396
MIR3129,ENSG00000264725
MIR3130-1,ENSG00000263468
MIR3130-1,ENSG00000283469
MIR3130-2,ENSG00000263468
MIR3131,ENSG00000264755
MIR3132,ENSG00000265252
MIR3133,ENSG00000263752
MIR3134,ENSG00000264354
MIR3135A,ENSG00000266745
MIR3135B,ENSG00000263649
MIR3135B,ENSG00000264180
MIR3135B,ENSG00000264244
MIR3135B,ENSG00000264412
MIR3135B,ENSG00000264770
MIR3135B,ENSG00000265207
MIR3135B,ENSG00000265377
MIR3135B,ENSG00000266851
MIR3136,ENSG00000265355
MIR3137,ENSG00000265333
MIR3138,ENSG00000264931
MIR3139,ENSG00000265623
MIR3140,ENSG00000264678
MIR3141,ENSG00000264760
MIR3142,ENSG00000265237
MIR3142HG,ENSG00000253522
MIR3143,ENSG00000265565
MIR3144,ENSG00000265725
MIR3145,ENSG00000266555
MIR3146,ENSG00000265932
MIR3147,ENSG00000266168
MIR3147HG,ENSG00000260653
MIR3148,ENSG00000264788
MIR3149,ENSG00000266712
MIR3150A,ENSG00000275241
MIR3150A,ENSG00000283522
MIR3150B,ENSG00000245080
MIR3150B,ENSG00000275241
MIR3150B,ENSG00000284147
MIR3150BHG,ENSG00000245080
MIR3151,ENSG00000265657
MIR3152,ENSG00000264638
MIR3153,ENSG00000265112
MIR3154,ENSG00000264823
MIR3155A,ENSG00000263628
MIR3155B,ENSG00000263628
MIR3155B,ENSG00000283634
MIR3156-1,ENSG00000263476
MIR3156-2,ENSG00000265499
MIR3156-3,ENSG00000266211
MIR3157,ENSG00000266407
MIR3158-1,ENSG00000263436
MIR3158-2,ENSG00000263436
MIR3158-2,ENSG00000283558
MIR3159,ENSG00000264603
MIR3160-1,ENSG00000265014
MIR3160-2,ENSG00000265014
MIR3160-2,ENSG00000283497
MIR3161,ENSG00000263693
MIR3162,ENSG00000264559
MIR3163,ENSG00000266423
MIR3164,ENSG00000265539
MIR3165,ENSG00000263742
MIR3166,ENSG00000266581
MIR3167,ENSG00000266215
MIR3168,ENSG00000264226
MIR3169,ENSG00000266663
MIR3170,ENSG00000263399
MIR3171,ENSG00000264657
MIR3171HG,ENSG00000258932
MIR3171HG,ENSG00000292998
MIR3173,ENSG00000264607
MIR3174,ENSG00000265871
MIR3175,ENSG00000264173
MIR3175,ENSG00000284324
MIR3176,ENSG00000266235
MIR3177,ENSG00000265820
MIR3178,ENSG00000266232
MIR3179-1,ENSG00000257264
MIR3179-1,ENSG00000273649
MIR3179-1,ENSG00000274301
MIR3179-1,ENSG00000276346
MIR3179-1,ENSG00000277014
MIR3179-1,ENSG00000278808
MIR3179-1,ENSG00000284305
MIR3179-2,ENSG00000257381
MIR3179-2,ENSG00000273649
MIR3179-2,ENSG00000274301
MIR3179-2,ENSG00000276346
MIR3179-2,ENSG00000277014
MIR3179-2,ENSG00000278808
MIR3179-3,ENSG00000257527
MIR3179-3,ENSG00000266454
MIR3179-3,ENSG00000274301
MIR3179-4,ENSG00000257381
MIR3179-4,ENSG00000277014
MIR3180-1,ENSG00000258354
MIR3180-1,ENSG00000265373
MIR3180-1,ENSG00000265537
MIR3180-2,ENSG00000257366
MIR3180-2,ENSG00000265373
MIR3180-2,ENSG00000266291
MIR3180-2,ENSG00000274613
MIR3180-2,ENSG00000274850
MIR3180-2,ENSG00000275487
MIR3180-3,ENSG00000257563
MIR3180-3,ENSG00000265537
MIR3180-3,ENSG00000266291
MIR3180-4,ENSG00000257391
MIR3180-4,ENSG00000264115
MIR3180-4,ENSG00000278117
MIR3180-5,ENSG00000264397
MIR3181,ENSG00000264947
MIR3182,ENSG00000263785
MIR3183,ENSG00000264429
MIR3183,ENSG00000273803
MIR3183,ENSG00000275706
MIR3184,ENSG00000266919
MIR3184,ENSG00000284399
MIR3185,ENSG00000263602
MIR3186,ENSG00000266189
MIR3187,ENSG00000263414
MIR3188,ENSG00000267959
MIR3189,ENSG00000264175
MIR3190,ENSG00000265134
MIR3191,ENSG00000265134
MIR3191,ENSG00000284411
MIR3192,ENSG00000265137
MIR3193,ENSG00000264395
MIR3194,ENSG00000266761
MIR3195,ENSG00000265306
MIR3196,ENSG00000266463
MIR3197,ENSG00000263681
MIR3198-1,ENSG00000264757
MIR3198-2,ENSG00000265371
MIR3198-2,ENSG00000283803
MIR3199-1,ENSG00000264073
MIR3199-2,ENSG00000264073
MIR3199-2,ENSG00000283225
MIR31HG,ENSG00000171889
MIR32,ENSG00000207698
MIR3200,ENSG00000264661
MIR3201,ENSG00000266508
MIR3202-1,ENSG00000265176
MIR3202-2,ENSG00000265176
MIR3202-2,ENSG00000283694
MIR320A,ENSG00000208037
MIR320B1,ENSG00000211543
MIR320B2,ENSG00000221406
MIR320C1,ENSG00000221493
MIR320C2,ENSG00000212051
MIR320D1,ENSG00000211491
MIR320D2,ENSG00000221081
MIR320E,ENSG00000211513
MIR323A,ENSG00000199069
MIR323B,ENSG00000208004
MIR324,ENSG00000199053
MIR325,ENSG00000207995
MIR325HG,ENSG00000280870
MIR326,ENSG00000199090
MIR328,ENSG00000207948
MIR329-1,ENSG00000207761
MIR329-2,ENSG00000207762
MIR330,ENSG00000199066
MIR330,ENSG00000284544
MIR331,ENSG00000199172
MIR335,ENSG00000199043
MIR335,ENSG00000270823
MIR337,ENSG00000199151
MIR338,ENSG00000283604
MIR339,ENSG00000199023
MIR33A,ENSG00000207932
MIR33B,ENSG00000207839
MIR340,ENSG00000198995
MIR342,ENSG00000199082
MIR345,ENSG00000198984
MIR346,ENSG00000199104
MIR34A,ENSG00000207865
MIR34A,ENSG00000228526
MIR34A,ENSG00000284357
MIR34AHG,ENSG00000228526
MIR34B,ENSG00000207811
MIR34BHG,ENSG00000286028
MIR34C,ENSG00000207562
MIR3529,ENSG00000283484
MIR3591,ENSG00000207778
MIR3591,ENSG00000267391
MIR3605,ENSG00000284154
MIR3606,ENSG00000284180
MIR3609,ENSG00000266019
MIR361,ENSG00000199051
MIR3610,ENSG00000264875
MIR3610,ENSG00000283956
MIR3611,ENSG00000266228
MIR3612,ENSG00000265635
MIR3613,ENSG00000264864
MIR3614,ENSG00000265238
MIR3614,ENSG00000284542
MIR3615,ENSG00000264624
MIR3615,ENSG00000266036
MIR3615,ENSG00000284186
MIR3616,ENSG00000264901
MIR3617,ENSG00000266071
MIR3618,ENSG00000266567
MIR3618,ENSG00000284140
MIR3619,ENSG00000266533
MIR362,ENSG00000208015
MIR3620,ENSG00000264944
MIR3620,ENSG00000284163
MIR3621,ENSG00000263697
MIR3622A,ENSG00000265075
MIR3622A,ENSG00000279302
MIR3622A,ENSG00000284351
MIR3622B,ENSG00000265075
MIR3622B,ENSG00000279302
MIR363,ENSG00000207572
MIR363,ENSG00000284499
MIR3646,ENSG00000266151
MIR3648-1,ENSG00000264462
MIR3648-1,ENSG00000275708
MIR3648-2,ENSG00000264462
MIR3648-2,ENSG00000275708
MIR3649,ENSG00000266043
MIR3650,ENSG00000265304
MIR3651,ENSG00000281156
MIR3652,ENSG00000265072
MIR3652,ENSG00000284503
MIR3653,ENSG00000280968
MIR3654,ENSG00000255508
MIR3654,ENSG00000284135
MIR3655,ENSG00000264052
MIR3655,ENSG00000284325
MIR3656,ENSG00000266398
MIR3656,ENSG00000281481
MIR3656,ENSG00000283704
MIR3657,ENSG00000266370
MIR3658,ENSG00000283936
MIR3659,ENSG00000265596
MIR3659HG,ENSG00000224592
MIR365A,ENSG00000199130
MIR365B,ENSG00000199187
MIR365B,ENSG00000228768
MIR365B,ENSG00000283978
MIR365BHG,ENSG00000228768
MIR3660,ENSG00000264342
MIR3661,ENSG00000266751
MIR3662,ENSG00000283409
MIR3663,ENSG00000266782
MIR3663HG,ENSG00000234474
MIR3664,ENSG00000263744
MIR3665,ENSG00000266325
MIR3666,ENSG00000272230
MIR3667,ENSG00000264139
MIR3667HG,ENSG00000188511
MIR3668,ENSG00000263514
MIR367,ENSG00000199169
MIR3670-1,ENSG00000263918
MIR3670-1,ENSG00000275073
MIR3670-1,ENSG00000277148
MIR3670-2,ENSG00000264722
MIR3670-2,ENSG00000274025
MIR3670-3,ENSG00000265776
MIR3670-3,ENSG00000274025
MIR3670-3,ENSG00000274757
MIR3670-3,ENSG00000275073
MIR3670-4,ENSG00000265776
MIR3670-4,ENSG00000274025
MIR3670-4,ENSG00000274757
MIR3670-4,ENSG00000277148
MIR3671,ENSG00000265996
MIR3672,ENSG00000265456
MIR3674,ENSG00000283858
MIR3675,ENSG00000263811
MIR3675,ENSG00000278033
MIR3677,ENSG00000266643
MIR3677HG,ENSG00000260778
MIR3678,ENSG00000264511
MIR3679,ENSG00000263813
MIR3680-1,ENSG00000265462
MIR3680-1,ENSG00000266758
MIR3680-2,ENSG00000265462
MIR3680-2,ENSG00000266758
MIR3681,ENSG00000264089
MIR3681HG,ENSG00000224184
MIR3682,ENSG00000265452
MIR3683,ENSG00000266287
MIR3684,ENSG00000265213
MIR3685,ENSG00000265917
MIR3686,ENSG00000263763
MIR3687-1,ENSG00000264063
MIR3687-1,ENSG00000274016
MIR3687-1,ENSG00000277437
MIR3687-1,ENSG00000277928
MIR3687-2,ENSG00000264063
MIR3687-2,ENSG00000274016
MIR3687-2,ENSG00000277437
MIR3687-2,ENSG00000277928
MIR3688-1,ENSG00000264105
MIR3688-2,ENSG00000264105
MIR3688-2,ENSG00000283379
MIR3689A,ENSG00000265872
MIR3689B,ENSG00000264163
MIR3689C,ENSG00000264744
MIR3689D1,ENSG00000265848
MIR3689D2,ENSG00000264136
MIR3689E,ENSG00000266827
MIR3689F,ENSG00000266514
MIR369,ENSG00000199025
MIR3690,ENSG00000265658
MIR3690,ENSG00000292355
MIR3691,ENSG00000265083
MIR3692,ENSG00000266617
MIR370,ENSG00000199005
MIR3713,ENSG00000266449
MIR3714,ENSG00000264818
MIR3714,ENSG00000283885
MIR371A,ENSG00000199031
MIR371B,ENSG00000269877
MIR371B,ENSG00000284568
MIR372,ENSG00000199095
MIR373,ENSG00000199143
MIR374A,ENSG00000199168
MIR374B,ENSG00000212027
MIR374C,ENSG00000283534
MIR375,ENSG00000198973
MIR376A1,ENSG00000277815
MIR376A1,ENSG00000283588
MIR376A2,ENSG00000283561
MIR376B,ENSG00000277780
MIR376B,ENSG00000283556
MIR376C,ENSG00000277933
MIR376C,ENSG00000283279
MIR377,ENSG00000199015
MIR378A,ENSG00000199047
MIR378B,ENSG00000264534
MIR378C,ENSG00000264803
MIR378D1,ENSG00000263631
MIR378D2,ENSG00000264448
MIR378D2,ENSG00000276513
MIR378D2,ENSG00000284288
MIR378D2HG,ENSG00000264448
MIR378E,ENSG00000263831
MIR378F,ENSG00000264926
MIR378G,ENSG00000263526
