gene,rho,p,n,med_log10tpm
SMOC1,-0.5040113082442744,0.004514767837550414,30,0.25391377117589053
MISFA,-0.5034284019631889,0.006315124404454296,28,0.17230734348499133
ECRG4,-0.5028800050111593,0.006381659361847097,28,0.2816032455350326
OR2C1,-0.5026297277380665,0.0046443927621027566,30,0.008659673363063045
THUMPD3-AS1,-0.5025914231728785,0.005459931179309029,29,1.228014635605202
BTBD7P1,-0.5013587568445925,0.005594323915455242,29,0.014039776732863558
CAMLG,-0.5013375082005382,0.004768501036598325,30,1.4826946796453884
GPR179,-0.5002790763399306,0.004872257152261514,30,0.010967554833157648
NUTM2D,-0.49987738014150795,0.005759544229608737,29,0.5079260005460109
UBR5-DT,-0.49986382177499644,0.0067582968822459365,28,0.6705105434701404
LINC01237,-0.4991371865874979,0.005843640817900462,29,0.09678457064693378
HCAR1,-0.4991093414974247,0.004989162093648948,30,0.08636532853139889
LDOC1,-0.4991093414974247,0.004989162093648948,30,1.4300487171671192
DBX2,-0.4982808993250128,0.005073399576839771,30,0.0
TCEAL6,-0.49654856684456444,0.005253477537025636,30,0.0
AMER3,-0.4957139726806578,0.006246267198982297,29,0.0
RNF103,-0.49487582476150904,0.005432508297220712,30,1.233331798428543
WBP2NL,-0.4944301914208863,0.005481071982382203,30,0.20837138828913981
TRMT12,-0.49370910052475686,0.006492821993291969,29,0.9394843579015246
CELF5,-0.4935389247396409,0.005579310477984278,30,0.08185339140409546
ZIM2-AS1,-0.4930795847750865,0.006571920165275686,29,0.00864254152309504
OR2W3,-0.4929735043341944,0.005642407809448566,30,0.012783607303253643
OACYLP,-0.4927201847946213,0.006617443606051423,29,0.04329231363671666
NAV2-AS1,-0.492718222750046,0.006617692860122045,29,0.2479622248363145
SELENOV,-0.4926603186480836,0.006625052459810956,29,0.0
TGFB2-AS1,-0.4919856790928623,0.006711311409181393,29,0.021099949300226555
FRS3,-0.4917563913771501,0.005780295549310554,30,0.6932212303038587
LDLRAD4,-0.49124178867805646,0.006807525783097936,29,0.7159029431905223
C8orf89,-0.4901791565768952,0.006946990511930872,29,0.03933835891918879
SMIM10L2B,-0.49000813275470634,0.006969660859345587,29,0.19485803387861397
NDUFC2,-0.48908259133341386,0.00609331960223819,30,2.3691850142403377
TRIM58,-0.48824563753264505,0.00619421828116908,30,0.022772059627237703
ZSWIM3,-0.4881913246521685,0.0062008147561422745,30,0.5178635771410369
SLC2A12,-0.4873000579709231,0.0063099184115689,30,0.3421770441528054
FAM218A,-0.48729408972333577,0.007337894600582437,29,0.09920327632905768
CFC1,-0.48696472531151397,0.006351388248246563,30,0.0
ZNF275,-0.4868544246303004,0.0063650794194761535,30,0.8281150953705397
CACNG1,-0.4864293628031704,0.006418075454814224,30,0.008478034753995377
MAGEE2,-0.4846586158331948,0.006642903273550566,30,0.004813532189359907
TAFA4,-0.48330822365293397,0.009176699672757003,28,0.004719576790901582
ITIH5,-0.4832893579053188,0.006821308396864623,30,0.628558644160931
DUSP26,-0.4832893579053188,0.006821308396864623,30,0.08460826184493747
NUTM2A,-0.4823594660299349,0.008049610108286151,29,0.22487735761801173
KCTD8,-0.48137412776162514,0.007077660938508712,30,0.0059265759270335505
MIMT1,-0.48103647247054293,0.008250033280367974,29,0.0
SLC35C2,-0.48083837453189393,0.007150816721156707,30,1.6280743801074289
TMEM216,-0.48061555786158255,0.007181430008091597,30,1.2614474049596707
SLC19A3,-0.4803927411912712,0.007212154336175175,30,0.21404362998270166
ATP9A,-0.4799471078506486,0.007273937396196134,30,1.1548654104449665
EEF1D,-0.47950147451002584,0.007336168468247115,30,2.898386993466949
LRP3,-0.47838739115846907,0.007493723136875382,30,1.1403772897362068
TONSL-AS1,-0.4781650358905442,0.008699548411494737,29,0.17718055004995265
CCNT2-AS1,-0.4781650358905442,0.008699548411494737,29,0.3715685830138202
CPB1,-0.4772474264809995,0.007657895357758319,30,0.023861036965518678
LIPJ,-0.47713589401395556,0.007674120003606323,30,0.009636548553720748
GDPD5,-0.4766048577959783,0.007751769647552643,30,0.8281624768415945
CT62,-0.4762921146319509,0.00779781022875433,30,0.014348599483008276
CPSF4L,-0.4759240747946302,0.007852287537959806,30,0.02038025014411527
TCEAL5,-0.47578701864658085,0.007872656732734816,30,0.019670837755106415
LIMS2,-0.4752679577741102,0.00795020498488917,30,1.0788188847585742
LEFTY2,-0.4748223244334875,0.008017297673369365,30,0.03574498039839188
MAGED4,-0.4747107993051636,0.009267466994514178,29,0.6614569672041493
STMN4,-0.47387237074598376,0.008161918460904258,30,0.014190058377056822
SCN2B,-0.47381366185570317,0.00817092818572583,30,0.012398598954456799
ZMIZ1-AS1,-0.4737238745664834,0.009435342014141677,29,0.13463571246025968
ZMAT4,-0.47267459533219813,0.008347405698245042,30,0.016907606074191277
ZNF667,-0.472594157730374,0.008359988842360501,30,0.2185958451053161
KCNC2,-0.4725453233136445,0.008367636002250047,30,0.0
STMND1,-0.47230456503161594,0.009681241882133006,29,0.024695375548135952
ZFTRAF1,-0.4719967562737931,0.009735275108933511,29,1.6674609709194375
MT1G,-0.4719257077194399,0.008465178270331056,30,1.4473406503563067
ZNF662,-0.47148007437881717,0.008535923889816076,30,0.3310538177401545
KRCC1,-0.4712572577085059,0.008571483532756361,30,1.3610145178395547
CLCNKA,-0.4708116243678832,0.008642978212890062,30,0.0510935387768623
FMOD,-0.47014317435694913,0.00875116392114407,30,1.2411709485492248
C21orf62-AS1,-0.46977617561176277,0.010132635307583073,29,0.18660859127013354
ADRA2A,-0.4696975410163264,0.008823920913007129,30,0.37068066778372266
WFS1,-0.4692519076757037,0.00889718771595342,30,1.285616226272519
ZNF728,-0.4677754732210456,0.01050221972728564,29,0.002044615175955755
CPO,-0.4677442232683806,0.00914888443819426,30,0.02482751922566055
HDLBP,-0.46769219098352427,0.009157676909975317,30,2.4538945374687984
C14orf132,-0.46680092430227893,0.009309393963200335,30,0.4601674548842552
PUS3,-0.46657810763196755,0.009347652480637653,30,1.01210334556741
GAL,-0.4654640242804107,0.009540938539541714,30,0.35141952635451146
PRR18,-0.4645727575991654,0.009697981221283094,30,0.026177135672645152
GYG2,-0.46434994092885407,0.009737580170480766,30,0.666502387209578
DDAH2,-0.4639043075882313,0.009817186556738581,30,1.796678106877685
AAMDC,-0.46360789599501157,0.011308472282725709,29,1.6237384440236347
LINC01278,-0.46336116481034156,0.011357784627807756,29,1.1002597169490569
ZNF233,-0.46323585757729724,0.009937622850858533,30,0.18777050317240013
ZNF790-AS1,-0.46237424007166145,0.011556837106962103,29,0.4141947622474434
LINC00623,-0.4621275088869914,0.011607053541793762,29,1.010705010246432
WFIKKN2,-0.46172750386473776,0.010213961201300673,30,0.010225971512108375
SHISA6,-0.4616761408851178,0.010223483779828518,30,0.025161761170478802
SSBP3,-0.4616761408851178,0.010223483779828518,30,1.640311416482815
PYGM,-0.46145332421480645,0.010264879963750662,30,0.1575206588747114
RGS11,-0.4605620575335611,0.010431876882038778,30,0.23775557438793404
MAP6,-0.4605620575335611,0.010431876882038778,30,0.42213393778399444
EMILIN3,-0.46033924086324973,0.010473981031453325,30,0.08339011680785055
FGFRL1,-0.4601164241929384,0.01051622790068441,30,1.2524422886414965
NAALADL2,-0.45944797418200434,0.010643828600831122,30,0.46900201584268875
RAPGEF4,-0.45922515751169296,0.010686650126027566,30,0.4398937693349513
SMIM7,-0.4584265411169407,0.0123824693243538,29,1.8915424918913606
EDN3,-0.4581753746164866,0.010890352312869047,30,0.02412406296524268
MARCHF11,-0.4577856622463029,0.014302455319132417,28,0.0
PCP4,-0.4576462940720937,0.01099424546857011,30,0.2874001173259434
TMEM72-AS1,-0.457495961715221,0.012584102285554333,29,0.00864254152309504
TESMIN,-0.4574396163782605,0.012596398339868583,29,0.7362284097395143
ZNF835,-0.4572198074788908,0.011078597116033186,30,0.07666062848764245
TRARG1,-0.4566017118057369,0.014588566701581965,28,0.0045234240023519015
INHBB,-0.4565513574679567,0.011211897293032977,30,0.6773555702085952
CDO1,-0.45632854079764534,0.01125662859945814,30,0.1763141811140251
HMGB3P24,-0.4559592292702403,0.012923068663737073,29,0.1571607909629905
DUSP8,-0.45588290745702276,0.011346540408837692,30,0.7764215419236171
DPYSL5,-0.45578393435087317,0.011366590929615892,30,0.009922954260740097
RCVRN,-0.4556400511852701,0.01139579256992502,30,0.020801256190600588
CAPS,-0.4554372741164,0.01143705373905414,30,1.1956100602842477
CPA2,-0.4552651015423066,0.01147218575633989,30,0.022861555265287943
NXPH3,-0.45476882410546593,0.011573958412233567,30,0.19692322536738888
BRINP1,-0.45349191742353984,0.013483207320733591,29,0.038555787822986035
FXYD6,-0.4532091074132865,0.011898752730205624,30,1.2570964818548511
EMID1,-0.4529862907429751,0.011945769139333885,30,0.7635449881896298
KAT8,-0.4529862907429751,0.011945769139333885,30,1.5518317528227856
CALN1,-0.4529095516949611,0.011961997777009332,30,0.005081952692091947
DXO,-0.4520115303155196,0.013828892356035164,29,1.228180152544305
TRMT61A,-0.45142657405079567,0.01227926014504438,30,1.04242880072883
ZNF572,-0.45075812403986165,0.012424551219229757,30,0.29194017911031933
RNF146,-0.4505353073695503,0.012473300038105173,30,1.258533739059936
PYY,-0.45030635112292566,0.012523558677503724,30,0.013183673678147665
SLC4A3,-0.44964404068830494,0.012669898394452183,30,0.6130514915617948
TMEM59L,-0.44919840734768224,0.012769165100710026,30,0.16379412586083322
SOX9-AS1,-0.44855729373013903,0.014664258593883645,29,0.29693906035950923
ARFGAP2,-0.4485299573367481,0.012919283733043262,30,1.6842246471534636
ATP5F1E,-0.44804030980819753,0.016801903772966,28,1.9919297678088113
CARTPT,-0.44737112990519706,0.013183024523070458,30,0.0
FUNDC2,-0.4467474239742574,0.013326827196493984,30,1.968038949683664
ACR,-0.44652460730394594,0.013378516682479155,30,0.08048269082877078
SPEG,-0.4463017906336346,0.01343037344931413,30,0.7344294617397631
FBN3,-0.44626003864594677,0.013440109153210913,30,0.031481114763707505
COX7A2L,-0.445856157293012,0.013534590489149392,30,2.0651541437768346
PLEKHB1,-0.445856157293012,0.013534590489149392,30,1.4352150610588774
NTNG1,-0.4450143944101744,0.013733289483506293,30,0.04712754853151329
VPS28,-0.44496489061176653,0.013745050273312603,30,2.2896543785818526
TGFB2-OT1,-0.4441708366167194,0.015785090582262656,29,0.3403927500352387
ZNF514,-0.44385080726020976,0.01401195776559349,30,0.926374674979301
GRM7,-0.4437268918700334,0.014041910152058105,30,0.008016336345055537
DMRTC1B,-0.44367731346492306,0.015915524462995365,29,0.07191841516193938
LGI1,-0.44348542142433434,0.014100430912173128,30,0.004848523935988567
FEV,-0.44308875282840066,0.014197005488173613,30,0.0
RPS21P1,-0.44306927328564044,0.016077451239578006,29,0.0917738476976032
CNTN3,-0.44295954057896436,0.014228582829543755,30,0.10058048875976056
TMEM200C,-0.44229109056803034,0.014392877215523972,30,0.09526469600349521
F10,-0.44229109056803034,0.014392877215523972,30,0.2934410972051857
FAM3A,-0.44206827389771897,0.01444799201245865,30,1.6171328704745727
KMT2B,-0.44189555174404777,0.016393885860020503,29,1.3233884534211633
MAGEL2,-0.44189461397865587,0.01449106946528316,30,0.04512443948859034
STX5,-0.44162264055709627,0.014558749172277483,30,1.5770585592496422
GRM6,-0.44137343510119126,0.014620994084130997,30,0.011908531734909852
HAO1,-0.44129738695417275,0.014640032970286303,30,0.0
CACFD1,-0.4411553581900377,0.016596080461389114,29,1.2557566182918245
SAXO1,-0.4408390588227933,0.016683109492137558,29,0.005911588614568868
MAS1L,-0.440704920982466,0.014789066773694176,30,0.0
GALNT17,-0.44063695095579763,0.018932799905744487,28,0.17290374651579254
THSD4,-0.4405085572055395,0.014838739556711623,30,0.6567438119588962
MIR99AHG,-0.4404151646360276,0.01680033496549267,29,0.5263344949540388
LETM1P2,-0.44016404059283387,0.016870102772703108,29,0.004296863402423884
COMMD6,-0.4400629238649168,0.014951983743965044,30,2.2988685021439927
LRRC74A,-0.43982766208286966,0.016963931583410155,29,0.0
OR1F12P,-0.43900197213097597,0.01943214733252258,28,0.0
RIIAD1,-0.4389917902849297,0.01522712488018242,30,0.13432056644457646
APCDD1,-0.4389488405133601,0.015238244576299782,30,1.0804728002892476
DLG5-AS1,-0.4389347775280073,0.0172150868938634,29,0.309375689989138
PHOSPHO2,-0.43828039050242606,0.015412178719429676,30,0.6143012168746744
SLC30A2,-0.4381063091689548,0.01545774551977312,30,0.07880151971532946
ZNF676,-0.43783475716180337,0.015529049444104244,30,0.012804272372331029
GPR27,-0.43783475716180337,0.015529049444104244,30,0.4381727389578651
FAM171A1,-0.43761194049149194,0.015587760510177828,30,1.0714204920192296
TMEM258,-0.437207659235317,0.0177096275980531,29,2.376235268314624
TCEAL2,-0.436992101871984,0.01575205614958545,30,0.14188411264177095
SEC63,-0.43694349048055797,0.015765001799423976,30,1.5624480303590942
LAMP5,-0.4360522237993125,0.01600392553463983,30,0.3791256694352445
KCNG1,-0.4358294071290012,0.016064124064344012,30,0.3945475691557742
HMGB3P22,-0.4357809430361814,0.018126950269048172,29,0.21608774864846808
SHARPIN,-0.43538377378837845,0.01618508534695143,30,1.8349746564264202
TUSC8,-0.4352782191055299,0.018275920148563354,29,0.0
VSTM2B,-0.4350796853316247,0.016268059449972318,30,0.0
GARIN5A,-0.4349870785732866,0.018362653468943495,29,0.6209676040599954
ITIH3,-0.4349381404477558,0.016306801896221367,30,0.1710687323787955
MRGPRF-AS1,-0.43475797060625765,0.01843114528963638,29,0.0049826317022527555
ZNF667-AS1,-0.4337534226499364,0.01873394774988801,29,0.8329045152527009
ARAF,-0.43360124042588766,0.01667651890369744,30,1.6927387032169068
MYOZ3,-0.4331556070852649,0.01680129232680268,30,0.08464889721588495
P2RX6P,-0.43309141473681156,0.01893573121907616,29,0.0
GSG1L,-0.4318893331869616,0.01716007014667946,30,0.014124824017200553
KLHL3,-0.4315958903930855,0.01724411216718877,30,0.3142243069792442
CAPN10-DT,-0.43131420277129423,0.02192733449472927,28,0.221286325707716
JAZF1-AS1,-0.4310393796185659,0.019572616468277466,29,0.018111472303938336
TIMM9,-0.4304818070415288,0.017566297417170754,30,1.7195587123819707
TM4SF1-AS1,-0.4300176072297496,0.019896258283759544,29,0.12901731061702565
SNHG11,-0.42955899251054563,0.020042947567062246,29,1.1303043319825397
NCAM1,-0.42936772368997206,0.01789345188150358,30,0.2474793190326827
IFT172,-0.4289220903493493,0.018025717921364297,30,1.3337082854907405
ARHGEF9,-0.4289220903493493,0.018025717921364297,30,1.0036625411498346
LINC01563,-0.4288799229459273,0.02026178315671686,29,0.0
MAEL,-0.42852412641500515,0.018144518301100962,30,0.04223216500114868
CDH19,-0.42837584700979614,0.018188948042226916,30,0.01681921651024595
TMEM26,-0.4282536403384153,0.01822563308830701,30,0.1589276907667609
LINC00654,-0.42807860540252535,0.02052253771473879,29,0.17900620411296495
FGF13,-0.4278080069977926,0.018359926014213823,30,0.4525843584150061
RPL29P33,-0.4277312842359491,0.02063641229510226,29,0.043237670689030054
TGFB2,-0.4275851903274812,0.018427378716112035,30,0.6080977396890022
SGCD,-0.4273623736571699,0.018495036198454034,30,0.3215184791329258
TMPRSS5,-0.42713955698685846,0.018562898927817668,30,0.09651662948297962
TRIM27,-0.42713955698685846,0.018562898927817668,30,1.6227189568511133
PACRG-AS1,-0.42684804521138925,0.02092833704810802,29,0.0
SHF,-0.42669392364623576,0.018699241996787495,30,0.7172703408154184
MYLK-AS1,-0.42585802474049494,0.021259578479355393,29,0.31926558376014263
ZNF517,-0.4258026569649905,0.01897441169196059,30,0.8531488657739463
NRSN1,-0.4257554185137741,0.018989088932418775,30,0.004427564069485523
FAM41C,-0.4256637184243562,0.021325092166128864,29,0.08738490766174754
C16orf89,-0.42557984029467905,0.019043724262721804,30,0.32926251077412116
GRP,-0.42556878372126006,0.019047169119009666,30,0.1584742718474786
TSNARE1,-0.4253570236243677,0.019113245833705102,30,1.0919425805774856
FAM66D,-0.42484788772317766,0.021601974866132707,29,0.020651268004341812
NPY1R,-0.4246885736134336,0.019323069267932313,30,0.10693723438135808
PEX11B,-0.42446575694312233,0.019393431562579465,30,1.4983488159334475
SAXO4,-0.42445924087092396,0.02436775390074273,28,0.4588345736858582
ADAMTS8,-0.4242901386865157,0.019449038202142804,30,0.1327957886625657
TRAM1L1,-0.4242429402728109,0.019464005221664256,30,0.3354125716442503
FAM187B,-0.42395734290609904,0.01955477351862111,30,0.0
PALD1,-0.42363744407846465,0.022018213938156433,29,0.670928309613546
LMO3,-0.4233516735915656,0.019748423001561974,30,0.24906763160094653
MAPK4,-0.4233516735915656,0.019748423001561974,30,0.0796727554651708
PRPF6,-0.4233516735915656,0.019748423001561974,30,1.7785240800459095
CHST8,-0.4231759313895449,0.01980490790504152,30,0.03320675305452598
RPP38-DT,-0.42308824849084997,0.024881441361578337,28,0.0734799398253975
HMGB1P41,-0.42287007514804853,0.0222854813638195,29,0.014961713157723181
MYOM1,-0.4226832235806315,0.019963978971460603,30,0.24175611154671367
RRAGA,-0.4226832235806315,0.019963978971460603,30,1.7724098050442005
LINC01138,-0.4226505193397844,0.02236243795137867,29,0.7935645207666873
SNAP91,-0.4226485014908376,0.019975228648615204,30,0.02568499767093558
FBLN5,-0.42246040691032016,0.02003626067656941,30,1.1270045041570387
PDE9A,-0.42201477356969747,0.020181471532773946,30,1.0858560509072974
NTAQ1,-0.4219914545867907,0.025298711020121396,28,1.2061476097416737
CLPS,-0.421754576421747,0.020266657897767118,30,0.0
SSUH2,-0.4216635946011043,0.022711060096211315,29,0.11397428994315355
CHD5,-0.42156914022907477,0.02032754885023843,30,0.026762582216997614
KCNF1,-0.42134632355876345,0.02040091363400321,30,0.08392213418105562
SFRP5,-0.4213110062329552,0.020412562251539087,30,0.05358059285076999
MTG2,-0.42117013223176414,0.02288703333418565,29,1.4964550586262026
SIX3-AS1,-0.42109359925133877,0.022914425445875377,29,0.0
TMEM8B,-0.42090069021814075,0.020548297860562115,30,0.9536888009559501
ISLR,-0.4206778735478293,0.020622318268598876,30,1.4330987118502558
CADPS,-0.4206778735478293,0.020622318268598876,30,0.11867108652132721
GDAP1L1,-0.4206778735478293,0.020622318268598876,30,0.023549993109061564
LMBRD1,-0.4206778735478293,0.020622318268598876,30,1.4720766171365613
MAF1,-0.420455056877518,0.020696558184220535,30,2.024092288840947
FOXO3,-0.4200094235368953,0.02084569847475941,30,1.167277412893045
ELOB,-0.41968974512374396,0.023421663747986522,29,2.62509972733478
UFC1,-0.4195637901962726,0.020995722610745025,30,2.1677133330719838
SILC1,-0.4193549965087009,0.02632507159537312,28,0.0011180308962725823
ARMCX2,-0.41934097352596134,0.02107106733522777,30,1.198433853060215
MAGED1,-0.41934097352596134,0.02107106733522777,30,2.0221101380615205
BSCL2,-0.41934097352596134,0.02107106733522777,30,1.9000749206625478
TATDN1,-0.4191181568556499,0.02114663447950153,30,1.4944610084925647
RABAC1,-0.4188953401853386,0.021222424530845437,30,2.1576276278190973
SNED1,-0.4188953401853386,0.021222424530845437,30,0.5162141918279926
ZNF704,-0.4188953401853386,0.021222424530845437,30,0.7252368046765018
GALNTL6,-0.4183199639243438,0.021419170529867297,30,0.0181783674998513
MT1F,-0.41800407350409313,0.02152782357152849,30,1.3025046083306178
HM13,-0.4173356234931591,0.02175923733367775,30,2.287390169254812
ADAMTSL1,-0.4173356234931591,0.02175923733367775,30,0.2854522380454084
PCDH8,-0.4172355055144828,0.021794073086112448,30,0.00566803254161358
CSRP1,-0.41711280682284774,0.021836828248719346,30,2.154534919055391
DET1,-0.41711280682284774,0.021836828248719346,30,0.6010291241842661
STAC2,-0.4169827663838292,0.0218822169345495,30,0.04381808531569968
C8orf33,-0.41688999015253647,0.0219146464807127,30,1.4728677930510452
PPP1R36,-0.41688999015253647,0.0219146464807127,30,0.2640918985575087
NAXE,-0.4162355085383633,0.02470894872167773,29,2.114068838599722
CUX2,-0.4160450046889312,0.022211830046874728,30,0.009750379215582455
PCDHGB5,-0.415998723471291,0.022228202439776867,30,0.24506859382015356
ZNF404,-0.415998723471291,0.022228202439776867,30,0.35450097081761056
CASC11,-0.4159887773536933,0.02480306492852658,29,0.0463894068007252
NES,-0.4157759068009796,0.022307164657378368,30,0.9672745098129929
MYL9,-0.4157759068009796,0.022307164657378368,30,2.10117326897792
CTPS2,-0.4151074567900456,0.02254543498033376,30,1.0584930529846792
GFRA3,-0.4151074567900456,0.02254543498033376,30,0.10566198327249296
TMEM31,-0.4148846401197343,0.022625321299374022,30,0.038397858106434854
ZNF629,-0.4144390067791116,0.022785791238487847,30,0.9809056699963602
ATP1A2,-0.4144390067791116,0.022785791238487847,30,0.10078256184612622
MTCH1,-0.4142161901088002,0.022866375855053446,30,2.151448358979708
SYN1,-0.4142161901088002,0.022866375855053446,30,0.18321664386681524
LINC01561,-0.4139081532855949,0.025608422048811467,29,0.01915452330223982
RPL15P21,-0.41380574640642176,0.025648605238321256,29,0.0
FAM110B,-0.4137705567681775,0.023028246877365346,30,0.5172838721796903
IGSF22,-0.4137705567681775,0.023028246877365346,30,0.2196672266688927
NPIPA5,-0.41376819669166287,0.025663352156823496,29,1.8270096032975245
KCNQ1,-0.41354774009786616,0.023109534282746726,30,0.7739583991459877
RNF139-DT,-0.4134913018303316,0.028729331270530768,28,0.3508322047224576
OSTN,-0.41340082391866395,0.023163260537219756,30,0.0
ZNF419,-0.4133249234275548,0.02319105695157093,30,0.7806246779547357
SPIN2A,-0.4131021067572434,0.023272815384958342,30,0.11528193543586358
HIKESHI,-0.41302800313765275,0.02595546297411632,29,1.6120786469671808
PCDHGB6,-0.41287929008693214,0.023354810084548188,30,0.18981538661011782
TSPOAP1,-0.4127812719529827,0.026053433297036393,29,0.8968599118059344
PROK1,-0.41247954133862436,0.023502508096375264,30,0.011803116275827991
PNMA8B,-0.41212030945025757,0.02931636228294312,28,0.18424414766393893
SNHG32,-0.4118461109742428,0.02943492499941885,28,2.226459656734944
MRPL33,-0.41176520673537537,0.02376834516914497,30,2.06493691345744
C10orf143,-0.41129771402221316,0.029673214150819027,28,0.08357856385413497
FAM43B,-0.4110967567244413,0.024019333631873353,30,0.06711139813901552
PRKAG2,-0.4110967567244413,0.024019333631873353,30,1.1298615961973093
ZSWIM1,-0.4110967567244413,0.024019333631873353,30,0.8816648017988028
MCF2L-AS1,-0.4110541536602924,0.026747695114651592,29,0.6031455298787666
SMIM26,-0.4110235155461983,0.02979294239063401,28,1.9720091978205092
ZNF470,-0.4108739400541299,0.02410347738624779,30,0.39123156520654734
TLE2,-0.4106511233838186,0.02418786245155749,30,1.1729516406670686
KRTAP5-1,-0.4104283067135072,0.024272489335086758,30,0.12509660748854948
NIPSNAP3B,-0.4102054900431959,0.02435735854462654,30,0.29931084447194783
KLHL30-AS1,-0.4093682547359497,0.027439840429263954,29,0.0050320030330874305
DPP10,-0.40919736112319904,0.024744389680677725,30,0.049657760806253254
ZDHHC8BP,-0.4091041262140947,0.03064201957368809,28,0.2559878856820643
